#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
697,"Prisoner (feat. Dua Lipa)","Miley Cyrus,Dua Lipa",63,128,"pop, dance pop, uk pop","Pop","Future Nostalgia (The Moonlight Edition)",2021-02-11,02:49,77,66,1,0,59,0,0,-4,D#/E♭ Minor,4,2023-12-26,1V4uMdCH6aDZire0vVqnXW,"Warner Records",2A,https://p.scdn.co/mp3-preview/687ca52cf3c19273595c0a6fbb2155595b589bd4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ccdddb2e5349ea0608c3e016
698,"Want To","Dua Lipa",56,92,"dance pop, pop, uk pop","Pop","Want To",2018-09-06,03:31,57,69,8,0,32,10,0,-5,G#/A♭ Minor,4,2023-12-26,5fK0Q3j2iUcQtiRDXlPW0K,"Warner Records",1A,https://p.scdn.co/mp3-preview/a57107d3154a2850fca1d788cf6bd91c382be2ac?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485102a9889e0be2c764cec4a184
699,"No Goodbyes","Dua Lipa",58,109,"dance pop, pop, uk pop","Pop","Dua Lipa (Deluxe)",2017-06-02,03:36,68,71,1,0,31,0,0,-5,C Major,4,2023-12-26,0mDGNetRxywxqgiXFbagZh,"Warner Records",8B,https://p.scdn.co/mp3-preview/61bff2a0392e06d3398d0fd8c2af51f289dd643a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851838698485511bd9108fadadc
700,"My Love (feat. Major Lazer, WizKid, Dua Lipa)","Wale,Major Lazer,Wizkid,Dua Lipa",58,115,"pop rap, r&b, rap, southern hip hop, trap, dance pop, edm, electro house, moombahton, pop, pop dance, afrobeats, afropop, azonto, nigerian hip hop, nigerian pop, uk pop","R&B, Pop, World/Traditional, Electronic, Hip Hop","Shine",2017-04-28,03:48,73,81,5,0,71,0,30,-4,G Major,4,2023-12-26,7rfiXyFb5M9BqdkvKvVEiB,"MMG/Atlantic",9B,https://p.scdn.co/mp3-preview/d4b5fab143799f94353af50c33ffe91aac3ba189?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ef23be59c0cdd6ed36a54c65
701,"Cool","Dua Lipa",60,90,"dance pop, pop, uk pop","Pop","Future Nostalgia (The Moonlight Edition)",2021-02-11,03:29,47,79,13,0,79,0,0,-4,F Minor,4,2023-12-26,4Ulqu89XempybuL8ApUeqL,"Warner Records",4A,https://p.scdn.co/mp3-preview/57d9ce2a7de9f4f452df2b9e11e62cf56f4bdf79?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ccdddb2e5349ea0608c3e016
702,"If It Ain’t Me","Dua Lipa",62,115,"dance pop, pop, uk pop","Pop","Future Nostalgia (The Moonlight Edition)",2021-02-11,03:15,81,62,2,0,57,10,0,-6,F Major,4,2023-12-26,1IdDtg7GhWfHYEWDymq3d2,"Warner Records",7B,https://p.scdn.co/mp3-preview/fcc062af976518bada39e2ae3f3a4d1b77465744?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ccdddb2e5349ea0608c3e016
703,"Hotter Than Hell","Dua Lipa",68,110,"dance pop, pop, uk pop","Pop","Dua Lipa (Deluxe)",2017-06-02,03:07,53,87,1,0,53,0,0,-4,D#/E♭ Minor,4,2023-12-26,5eTNdkstwKaNahHf41fJ9u,"Warner Records",2A,https://p.scdn.co/mp3-preview/6191edd3b29db7a40f6fc30f0b5e7f32e8af6a45?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851838698485511bd9108fadadc
704,"Be the One","Dua Lipa",68,87,"dance pop, pop, uk pop","Pop","Be the One",2015-10-30,03:22,66,65,12,0,37,0,0,-4,G Minor,4,2023-12-26,1ixphys4A3NEXp6MDScfih,"Dua Lipa Limited",6A,https://p.scdn.co/mp3-preview/63f74b93242c7a4f1794f387413742ac5532ce38?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e314ae1248044b8b84842c3c
705,"Pretty Please","Dua Lipa",62,107,"dance pop, pop, uk pop","Pop","Future Nostalgia (The Moonlight Edition)",2021-02-11,03:14,91,47,3,0,66,10,20,-6,C♯/D♭ Major,4,2023-12-26,6boViHmG6c8ubzxTvcMoJY,"Warner Records",3B,https://p.scdn.co/mp3-preview/fa191002a139b41033ae482530e50613400aa8d7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ccdddb2e5349ea0608c3e016
706,"Begging","Dua Lipa",56,106,"dance pop, pop, uk pop","Pop","Dua Lipa (Complete Edition)",2018-10-19,03:14,68,79,2,0,33,0,30,-5,G#/A♭ Major,4,2023-12-26,1LPGXjVWl8EnrnyaOgPpBm,"Warner Records",4B,https://p.scdn.co/mp3-preview/f2562687aa4db6893512624731c6c95e319356c4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ae395b47b186c2bc8c458e0f
707,"One Kiss (with Dua Lipa)","Calvin Harris,Dua Lipa",85,124,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance, uk pop","Pop, Electronic","One Kiss (with Dua Lipa)",2018-04-06,03:34,79,86,4,0,59,10,0,-3,A Minor,4,2023-12-26,7ef4DlsgrMEH11cDZd32M6,"Sony Music UK",8A,https://p.scdn.co/mp3-preview/0c09da1fe6f1da091c05057835e6be2312e2dc18?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d09f96d82310d4d77c14c108
708,"Electricity (with Dua Lipa)","Silk City,Dua Lipa,Diplo,Mark Ronson",71,118,"edm, uk dance, dance pop, pop, uk pop, electro house, moombahton, pop dance, pop soul","Pop, Electronic, R&B","Electricity (with Dua Lipa)",2018-09-06,03:58,59,67,1,0,51,0,30,-6,C Major,4,2023-12-26,5N4erncE7kuUccm7zEmwzk,"Columbia",8B,https://p.scdn.co/mp3-preview/a8c5d28e015a162cbc992358eda3d73d5aa5f5fa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515ea1a511549bc05ff20fdedf
709,"New Love","Dua Lipa",54,90,"dance pop, pop, uk pop","Pop","New Love",2015-08-21,04:31,58,62,15,0,34,0,0,-9,C♯/D♭ Major,4,2023-12-26,4VZXB1paIf867OlmQg89GU,"Dua Lipa Limited",3B,https://p.scdn.co/mp3-preview/f93914ff9b7886605cba4c87e23f9d16f3cd8555?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bc738006da48dc2bef76d052
710,"Hallucinate","Dua Lipa",64,122,"dance pop, pop, uk pop","Pop","Future Nostalgia (The Moonlight Edition)",2021-02-11,03:28,63,69,3,0,63,10,0,-5,A#/B♭ Minor,4,2023-12-26,6pbKWWP8WwTaP5TbSq1vCA,"Warner Records",3A,https://p.scdn.co/mp3-preview/e5d69bcaad84fea949e66e8c7cb46017ad8b34ee?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ccdddb2e5349ea0608c3e016
711,"Break My Heart","Dua Lipa",66,113,"dance pop, pop, uk pop","Pop","Future Nostalgia (The Moonlight Edition)",2021-02-11,03:41,73,73,17,0,47,0,30,-3,E Minor,4,2023-12-26,4PULMUg3AwudcRCzvVmgXT,"Warner Records",9A,https://p.scdn.co/mp3-preview/a0078bbdb4351ec221eb7f330bd01856636601b5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ccdddb2e5349ea0608c3e016
712,"We're Good","Dua Lipa",74,134,"dance pop, pop, uk pop","Pop","Future Nostalgia (The Moonlight Edition)",2021-02-11,02:45,72,59,3,0,59,0,10,-6,F#/G♭ Major,4,2023-12-26,1diS6nkxMQc3wwC4G1j0bh,"Warner Records",2B,https://p.scdn.co/mp3-preview/0ed0e3241d7dd381271156710b7153308ddfbb89?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ccdddb2e5349ea0608c3e016
713,"Homesick","Dua Lipa",63,86,"dance pop, pop, uk pop","Pop","Dua Lipa (Deluxe)",2017-06-02,03:50,43,22,95,0,40,0,10,-9,F#/G♭ Major,5,2023-12-26,5E5MqaS6eOsbaJibl3YeMZ,"Warner Records",2B,https://p.scdn.co/mp3-preview/0cae84628b4b1a67a2a48e5632450670c7c53f08?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851838698485511bd9108fadadc
714,"Love Again","Dua Lipa",69,116,"dance pop, pop, uk pop","Pop","Future Nostalgia (The Moonlight Edition)",2021-02-11,04:18,66,67,0,0,47,0,10,-5,B Minor,4,2023-12-26,5CSKbHjpqborGnlzagyaDo,"Warner Records",10A,https://p.scdn.co/mp3-preview/46e92047133c80aca29179d80a11a5decfb2b37f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ccdddb2e5349ea0608c3e016
715,"Thinking 'Bout You","Dua Lipa",55,91,"dance pop, pop, uk pop","Pop","Thinking 'Bout You",2017-01-06,02:51,80,48,9,0,47,0,10,-5,E Minor,4,2023-12-26,4Wmjt3ICd1G0geHb2Loho1,"Dua Lipa Limited",9A,https://p.scdn.co/mp3-preview/182d0c0010831c14ad47d6492678e73da4917f71?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d3401f7c210fdb9571e111fd
716,"Scared to Be Lonely","Martin Garrix,Dua Lipa",79,138,"dutch edm, edm, pop, pop dance, progressive house, dance pop, uk pop","Pop, Electronic","Scared to Be Lonely",2017-01-27,03:40,58,54,9,0,20,0,20,-8,C♯/D♭ Minor,4,2023-12-26,3ebXMykcMXOcLeJ9xZ17XH,"Epic Amsterdam",12A,https://p.scdn.co/mp3-preview/49e6a27ef1e85764d5758ae6238f003601a53d7d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485164f8a309aa3c0a66a31fc374
717,"Last Dance","Dua Lipa",58,136,"dance pop, pop, uk pop","Pop","Dua Lipa (Deluxe)",2017-06-02,03:48,59,58,2,0,38,0,10,-6,G#/A♭ Minor,4,2023-12-26,1oXHXIB8rHgwHSsPRNjEzn,"Warner Records",1A,https://p.scdn.co/mp3-preview/91564fd3b3562a6450584ada1ac8313e64dceeb6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851838698485511bd9108fadadc
718,"Don't Start Now","Dua Lipa",83,124,"dance pop, pop, uk pop","Pop","Future Nostalgia",2020-03-27,03:03,79,79,1,0,68,0,10,-5,B Minor,4,2023-12-26,3PfIrDoz19wz7qK7tYeu62,"Warner Records",10A,https://p.scdn.co/mp3-preview/cfc6684fc467e40bb9c7e6da2ea1b22eeccb211c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514bc66095f8a70bc4e6593f4f
719,"Room for 2","Dua Lipa",52,76,"dance pop, pop, uk pop","Pop","Room For 2",2016-10-28,03:28,54,49,40,0,38,0,10,-6,A Major,4,2023-12-26,4U1TYTYFoFXfhTEGwLlTH1,"Dua Lipa Limited",11B,https://p.scdn.co/mp3-preview/0a97250e8ef315feea5dc94c7ac74e188d39d5fc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485137feb93cd2fe5b3573557d36
720,"New Rules","Dua Lipa",82,116,"dance pop, pop, uk pop","Pop","Dua Lipa (Deluxe)",2017-06-02,03:29,76,70,0,0,61,0,10,-6,A Minor,4,2023-12-26,2ekn2ttSfGqwhhate0LSR0,"Warner Records",8A,https://p.scdn.co/mp3-preview/e4f2ca20fc8aea1eb592d613d7a4b4da6012eaa2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851838698485511bd9108fadadc
721,"No Lie","Sean Paul,Dua Lipa",82,102,"dance pop, dancehall, pop, pop rap, uk pop","Pop, World/Traditional, Hip Hop","Mad Love The Prequel",2018-06-29,03:41,74,88,5,0,46,10,20,-3,G Major,4,2023-12-26,48QmG1dfvMuYLxMPt7KSRA,"Universal-Island Records Ltd.",9B,,https://i.scdn.co/image/ab67616d000048512d564195ed3dd7b70d64862c
722,"Levitating (feat. DaBaby)","Dua Lipa,DaBaby",68,103,"dance pop, pop, uk pop, hip hop, north carolina hip hop, pop rap, rap, trap","Pop, Hip Hop","Future Nostalgia (The Moonlight Edition)",2021-02-11,03:23,70,83,1,0,92,0,0,-4,F#/G♭ Minor,4,2023-12-26,0v2boHmWtxMTD2REGN8MbK,"Warner Records",11A,https://p.scdn.co/mp3-preview/6af6db91dba9103cca41d6d5225f6fe120fcfcd3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ccdddb2e5349ea0608c3e016
723,"Levitating","Dua Lipa",80,103,"dance pop, pop, uk pop","Pop","Future Nostalgia",2020-03-27,03:23,70,88,6,0,91,0,20,-2,F#/G♭ Minor,4,2023-12-26,39LLxExYz6ewLAcYrzQQyP,"Warner Records",11A,https://p.scdn.co/mp3-preview/ac28d1b0be285ed3bfd8e9fa5fad133776d7cf36?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514bc66095f8a70bc4e6593f4f
724,"BOP","DaBaby",77,127,"hip hop, north carolina hip hop, pop rap, rap, trap","Hip Hop","KIRK",2019-09-27,02:39,77,79,19,0,84,30,10,-4,B Major,4,2023-12-26,6Ozh9Ok6h4Oi1wUSLtBseN,"South Coast Music Group/Interscope Records",1B,,https://i.scdn.co/image/ab67616d00004851f2b94b2fda4f08836d6371ba
725,"Assassin's Creed Origins Main Theme","Sarah Schachner,Assassin's Creed",46,131,"soundtrack, video game music","Easy listening, Classical","Assassin's Creed Origins (Original Game Soundtrack)",2017-10-27,03:15,16,53,57,87,9,0,0,-12,G#/A♭ Major,4,2023-12-26,6ebnvzZVSCVgTsRtByaTAu,"Ubisoft Music",4B,https://p.scdn.co/mp3-preview/28c88c8daeef3bc38b59229e26041a006565c2d2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fc47bb4ce1690aa0915c097f
726,"For Honor! For Toussaint!","Piotr Musiał",45,90,"video game music","Classical","The Witcher 3: Wild Hunt - Blood and Wine (Official Soundtrack)",2016-06-01,02:04,63,82,10,3,47,0,30,-9,A Minor,3,2023-12-26,7640vRpfdd91FKxl1lp7Pt,"CD PROJEKT RED",8A,https://p.scdn.co/mp3-preview/15e9997643defc51e7cbc3c3be8d59fa41e9f019?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485189c3692370b29d8fd4bab431
727,"The Beast Of Beauclair","Marcin Przybyłowicz",40,90,"orchestral soundtrack, video game music","Classical","The Witcher 3: Wild Hunt - Blood and Wine (Official Soundtrack)",2016-06-01,01:37,37,90,0,86,14,0,50,-8,G Major,4,2023-12-26,41vKkO3GAQw5yCTBaouXSP,"CD PROJEKT RED",9B,https://p.scdn.co/mp3-preview/ce88e5c3b880fdba42784ac8a7083d323c4d6af9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485189c3692370b29d8fd4bab431
728,"Hearts Of Stone","Marcin Przybyłowicz",40,140,"orchestral soundtrack, video game music","Classical","The Witcher 3: Wild Hunt - Hearts Of Stone (Original Game Soundtrack)",2015-10-13,02:53,16,61,13,13,6,0,10,-12,G Minor,3,2023-12-26,50Dq4YN1RoHWl8l16jjM2W,"CD PROJEKT RED",6A,https://p.scdn.co/mp3-preview/2e70e42ccc2fc991e4c453bda34b65402d0647c1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485126a3ebdb4e994b45773488ed
729,"Samira, the Desert Rose","League of Legends",34,170,"speedrun, video game music","Electronic, Classical","Samira, the Desert Rose",2020-09-21,03:17,36,69,2,93,47,0,10,-9,C Major,4,2023-12-26,7awgAEhYkBfjGORJAzwAhi,"Riot Games",8B,https://p.scdn.co/mp3-preview/d8b6e2c5954d3e5a64660282421db9a9b6ac8cfa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851993908dfc6cfa4916027b4c7
730,"Kayle and Morgana, the Righteous & the Fallen (From League of Legends: Season 9)","League of Legends",28,116,"speedrun, video game music","Electronic, Classical","The Music of League of Legends: Season 9 (Original Game Soundtrack)",2019-10-15,04:21,19,43,81,97,4,0,0,-14,D Minor,4,2023-12-26,3cpjTk53eZPLLNEvWuXGVF,"Riot Games",7A,https://p.scdn.co/mp3-preview/151806cbe9953fc947b783dbd2a5527bbd0c66f1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b73323912e816f5a9017536f
731,"Gun Goddess Miss Fortune (From League of Legends: Season 8)","League of Legends",28,78,"speedrun, video game music","Electronic, Classical","The Music of League of Legends: Season 8 (Original Game Soundtrack)",2019-10-14,03:39,43,82,0,84,13,0,10,-9,E Major,4,2023-12-26,1GNZsyUyOxIIhka3vrL9AH,"Riot Games",12B,https://p.scdn.co/mp3-preview/b774e78d013caa9dbecc169106f29cbc7e439f7e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fc6b2b97598e8c03ddf4b34d
732,"Dark Souls 3","Yuka Kitamura",0,106,"video game music","Classical","Dark Souls 3",2016-01-01,02:46,31,43,60,30,18,0,10,-12,E Minor,3,2023-12-26,2xIRBmAuVk6s7ZoukykRqS,"BANDAI NAMCO Entertainment",9A,,https://i.scdn.co/image/ab67616d00004851a448ea1a88acc7cf5bb26ed1
733,"Ezio's Family","Jesper Kyd,Assassin's Creed",62,126,"epicore, nordic soundtrack, orchestral soundtrack, soundtrack, video game music","Classical, Easy listening","Assassin's Creed 2 (Original Game Soundtrack)",2009-11-16,03:57,38,34,81,78,11,0,0,-13,D Minor,4,2023-12-26,05UMQXFCsa9oPnLgfJHVyF,"Ubisoft Music",7A,https://p.scdn.co/mp3-preview/8129d5338c56d78f5712fc95d246198da5261854?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485197dd973df77a343bd38bcff7
734,"The Fortune of Edward Kenway","Brian Tyler,Assassin's Creed",34,125,"orchestral soundtrack, scorecore, soundtrack, video game music","Classical, Easy listening","Assassin's Creed 4: Black Flag (Original Game Soundtrack)",2013-10-14,01:57,59,57,43,89,4,0,10,-13,C Minor,3,2023-12-26,2PkHdCRTfVmFz1eNV5YRp9,"Ubisoft Music",5A,https://p.scdn.co/mp3-preview/ad582e5ba69c73e031ca7a57db870eb94697bace?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c6d155c7dc4f59e7d61f5859
735,"You're... Immortal?","Marcin Przybyłowicz,Percival Schuttenbach",43,140,"orchestral soundtrack, video game music, polish folk metal, polish metal, slavic folk metal, slavic metal","Classical, Metal","The Witcher 3: Wild Hunt - Hearts Of Stone (Original Game Soundtrack)",2015-10-13,02:54,52,64,5,3,6,0,20,-10,G Minor,4,2023-12-26,0cODRoSzlFqFY7jOFEFEGZ,"CD PROJEKT RED",6A,https://p.scdn.co/mp3-preview/4ed935bbf0ab95702c8b6f0fc9e605800c9ca560?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485126a3ebdb4e994b45773488ed
736,"Divinity - Original Sin 2 - Main Theme","Borislav Slavov",0,180,"video game music","Classical","Divinity: Original Sin 2 (Original Soundtrack)",2018-03-23,03:39,29,19,96,48,12,0,10,-16,B Minor,3,2023-12-26,4RpA9BAuMOB9aAxzpebsRa,"Black Screen Records",10A,,https://i.scdn.co/image/ab67616d00004851016caf2981eb3802a5538e3e
737,"No Escape","Darren Korb",51,178,"indie game soundtrack, video game music","New age, Classical","Hades: Original Soundtrack",2020-09-16,02:25,37,72,0,83,33,0,10,-8,F Major,4,2023-12-26,5uiqrM9NLgnoAkJeqJqdlt,"Supergiant Games",7B,https://p.scdn.co/mp3-preview/1f9b0d4ba67172f0a603aa32742b86b1fb15165a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485110d3316d88b3123e75a24d48
738,"wish you were gay","Billie Eilish",74,118,"art pop, pop","Pop","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,03:41,85,35,39,0,28,20,70,-10,G Major,4,2023-12-26,3Fj47GNK2kUF0uaEDgXLaD,"Darkroom/Interscope Records",9B,,https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce
739,"MEGALOVANIA","Toby Fox",68,120,"indie game soundtrack, otacore, pixel","New age, Pop","UNDERTALE Soundtrack",2015-09-15,02:36,72,63,0,86,93,0,0,-10,G Major,4,2023-12-26,1J03Vp93ybKIxfzYI4YJtL,"Materia Collective",9B,https://p.scdn.co/mp3-preview/e70eec613d6800137bc8756252a4c8d1377176e4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485124edb22d068eb245a924b7f2
740,"Stompbox - Spor Remix","The Qemists",35,172,"drum and bass, future rock","Electronic, Rock","Drop Audio",2007-11-12,05:43,39,99,0,84,31,40,30,-3,G Major,4,2023-12-26,2ZLkC3L8A1Z4klJtaDbpEd,"Ninja Tune",9B,https://p.scdn.co/mp3-preview/3a2238d07f8c74867ff550a0e7b2cc86f851d49e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517009155f928efbac55f24f9a
741,"Battle Against A True Hero (From "Undertale")","FalKKonE",0,150,"otacore","Pop","Intense Symphonic Metal: Undertale",2017-02-19,05:17,24,98,0,50,12,10,10,-4,F Minor,4,2023-12-26,5LX7KfDPEvHeFgELA65ukh,"FalKKonE",4A,,https://i.scdn.co/image/ab67616d00004851a68a6dc9dcf803298d610585
742,"Premonition","Yuka Kitamura",0,138,"video game music","Classical","Dark Souls 3",2016-01-01,02:06,15,13,89,91,6,0,10,-26,C Minor,3,2023-12-26,2m4eqMXomNZWO6Z26lLtNc,"BANDAI NAMCO Entertainment",5A,,https://i.scdn.co/image/ab67616d00004851a448ea1a88acc7cf5bb26ed1
743,"Aldritch, Devourer of Gods","Motoi Sakuraba",0,132,"japanese vgm, video game music","Electronic, Classical","Dark Souls 3",2016-01-01,03:45,16,45,6,99,12,0,0,-9,D Minor,3,2023-12-26,7MTnxPYELgGWfURsFhktQo,"BANDAI NAMCO Entertainment",7A,,https://i.scdn.co/image/ab67616d00004851a448ea1a88acc7cf5bb26ed1
744,"Vordt of the Boreal Valley","Motoi Sakuraba",0,85,"japanese vgm, video game music","Electronic, Classical","Dark Souls 3",2016-01-01,04:05,9,68,10,89,17,0,10,-9,F Minor,4,2023-12-26,0zkE4KJ3f3hSnQicdZ2Ikx,"BANDAI NAMCO Entertainment",4A,,https://i.scdn.co/image/ab67616d00004851a448ea1a88acc7cf5bb26ed1
745,"Rell, The Iron Maiden","League of Legends,Ecca Vandal",41,165,"speedrun, video game music, ","Electronic, Classical","Rell, the Iron Maiden",2020-12-10,04:50,33,79,0,0,19,0,0,-6,C♯/D♭ Major,3,2023-12-26,4pS6Vf4aYUvUlDiKnO8HMe,"Riot Games",3B,https://p.scdn.co/mp3-preview/40f760823b4625f278c7572f044e2ef35231e561?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515d36b43a6449ee60b66cf41f
746,"Lillia, the Bashful Bloom","League of Legends",33,177,"speedrun, video game music","Electronic, Classical","Lillia, the Bashful Bloom",2020-07-23,03:25,20,35,68,95,12,0,0,-17,G Minor,3,2023-12-26,6I91552iy8OYV150lH45QD,"Riot Games",6A,https://p.scdn.co/mp3-preview/0dd87adf13d771a1c467617b3a6c29006f77f59d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513d934f046e058e02aca0b864
747,"Gwen, the Hallowed Seamstress","League of Legends",40,110,"speedrun, video game music","Electronic, Classical","Gwen, the Hallowed Seamstress",2021-04-15,03:36,26,26,93,87,4,0,10,-13,G Minor,3,2023-12-26,5tkanl1AxuwXHWzYqCN0pZ,"Riot Games",6A,https://p.scdn.co/mp3-preview/9598ea2f559cbe6eaa3850609ae8b17a57b32ea3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f8f81596678ea663265cb2ef
748,"Aatrox, the Darkin Blade (From League of Legends: Season 8)","League of Legends",39,136,"speedrun, video game music","Electronic, Classical","The Music of League of Legends: Season 8 (Original Game Soundtrack)",2019-10-14,02:47,43,89,0,95,13,0,10,-8,F#/G♭ Major,1,2023-12-26,3k6tyY4oVAQaAybTodYK5Q,"Riot Games",2B,https://p.scdn.co/mp3-preview/efea9d6ec02b2bb3a50942354d6b313fb04772b2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fc6b2b97598e8c03ddf4b34d
749,"Irelia, the Blade Dancer (From League of Legends: Season 8)","League of Legends",39,77,"speedrun, video game music","Electronic, Classical","The Music of League of Legends: Season 8 (Original Game Soundtrack)",2019-10-14,04:02,8,51,51,90,13,0,10,-12,E Minor,4,2023-12-26,1SROgqdmfCbOmJKehC7gNX,"Riot Games",9A,https://p.scdn.co/mp3-preview/07090a15f3e65321011df48d93e2ff70f2cd5d08?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fc6b2b97598e8c03ddf4b34d
750,"Odyssey - Theme (From League of Legends: Season 8)","League of Legends",26,97,"speedrun, video game music","Electronic, Classical","The Music of League of Legends: Season 8 (Original Game Soundtrack)",2019-10-14,03:21,45,53,27,87,12,0,30,-11,D Minor,3,2023-12-26,5JPWsOVaVu5BsaDpLPCm44,"Riot Games",7A,https://p.scdn.co/mp3-preview/000285dd4e9f7c310f97fecf7a05d984c3a1ea06?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fc6b2b97598e8c03ddf4b34d
751,"Akali, the Rogue Assassin (From League of Legends: Season 8)","League of Legends",33,97,"speedrun, video game music","Electronic, Classical","The Music of League of Legends: Season 8 (Original Game Soundtrack)",2019-10-14,02:53,23,63,1,72,13,0,10,-10,G#/A♭ Major,4,2023-12-26,4YUHFOcZo2MZmcclZagBqO,"Riot Games",4B,https://p.scdn.co/mp3-preview/55b03fd8103cf6b473060f53971bbc0d16be2100?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fc6b2b97598e8c03ddf4b34d
752,"The Cult of Kosmos","The Flight,Assassin's Creed,Mike Georgiades",27,80,"video game music, ","Classical","Assassin's Creed Odyssey (Original Game Soundtrack)",2018-10-05,04:15,10,25,78,96,6,0,10,-20,C Major,4,2023-12-26,2otV21KTxqlFIIyuB5fGKF,"Ubisoft Music",8B,https://p.scdn.co/mp3-preview/f2107318d02aa89e2b90d79553f5547fbf6a487d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514aa84b613963d8ad62d245d5
753,"Korinth","The Flight,Assassin's Creed,Mike Georgiades",28,113,"video game music, ","Classical","Assassin's Creed Odyssey (Original Game Soundtrack)",2018-10-05,00:58,62,46,30,95,12,0,10,-11,A Major,1,2023-12-26,41wyGaKXh7zU2e49sDwAkL,"Ubisoft Music",11B,https://p.scdn.co/mp3-preview/e393e6b3d5c50435648dd588ef46aca34e135435?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514aa84b613963d8ad62d245d5
