#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
1,"Volibear, the Relentless Storm","League of Legends,Einar Selvik",47,150,"speedrun, video game music, viking folk","Electronic, Classical, Folk/Acoustic","Volibear, the Relentless Storm",2020-05-12,03:18,38,75,43,5,22,0,10,-6,C Minor,4,2023-12-26,6wMKi4VyXoxUHAOOJIJ1by,"Riot Games",5A,https://p.scdn.co/mp3-preview/d3ea059f28fa824fe02e50fa0f8157893f532cff?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519bb690cfbb5b3d43a5ccdeb4
2,"不義遊戯","照井順政",36,167,"","","TVアニメ『呪術廻戦』オリジナル・サウンドトラック",2021-04-21,03:16,44,85,0,87,22,0,10,-7,C Major,4,2023-12-26,5g3zq0rh4CiykkZlomFB5r,"TOHO animation RECORDS",8B,https://p.scdn.co/mp3-preview/61f50766838d46ca465b5a9ce764ffc988ad1bb9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519230f7c8dfff664d6ac2ad0b
3,"Apetitan","Hiroyuki Sawano",50,96,"anime score, japanese soundtrack","Pop, Easy listening","TV Anime "Attack on Titan Season 2" (Original Soundtrack)",2017-06-07,05:31,20,74,0,75,9,0,0,-9,B Minor,3,2023-12-26,3115D00LQjPPbLqfeuEWES,"PONY CANYON",10A,https://p.scdn.co/mp3-preview/1f29b7b9c08c5141ea0846c0d5e2d53a4d6d1432?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519c44e39f1b6aafe87a6db356
4,"Shinzo wo Sasageyo!","Linked Horizon",70,160,"anime, otacore","Pop","Shingeki no Kiseki",2017-00-00,05:41,44,98,22,0,20,0,20,-4,C Major,4,2023-12-26,5uraJqtCBvLpwt3VeomZdq,"PONY CANYON INC.",8B,https://p.scdn.co/mp3-preview/9a6bffee121f2c40be36b75757cc7c6ca63048dc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485174164dc6fb6a320abf6a34fd
5,"REMEMBER","Masato(coldrain),coladrain,Hiroaki Tsutsumi",47,151,"anime, anime score","Pop","TVアニメ『呪術廻戦』オリジナル・サウンドトラック",2021-04-21,04:03,38,94,0,0,33,10,20,-6,C♯/D♭ Minor,4,2023-12-26,54mvZdgPuvumvWK0GXz7oo,"TOHO animation RECORDS",12A,https://p.scdn.co/mp3-preview/e8abbc13602f82f23388c2289eb92f74f017761c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519230f7c8dfff664d6ac2ad0b
6,"自閉円頓裹","桶狭間ありさ",47,160,"","","TVアニメ『呪術廻戦』オリジナル・サウンドトラック",2021-04-21,01:52,51,94,1,71,51,0,0,-7,D Major,4,2023-12-26,4gDajIG4yNgBtym4zgtfRe,"TOHO animation RECORDS",10B,https://p.scdn.co/mp3-preview/b6e3ab00a75c558ebd82bdfd60f2ca044afd22b3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519230f7c8dfff664d6ac2ad0b
7,"Dirty Little Animals (from the series Arcane League of Legends)","BONES UK",56,106,"slayer","Metal","Arcane League of Legends (Soundtrack from the Animated Series)",2021-11-20,03:25,58,84,3,0,60,30,40,-6,C♯/D♭ Minor,4,2023-12-26,3GAkqaCeVaT4CxHR06Eztc,"Riot Games",12A,https://p.scdn.co/mp3-preview/59faf9e39c8bc15466438dc0eac6f52c8a7cd5ea?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d10169c17651c8b2ab5c8416
8,"LOCO","ITZY",0,102,"k-pop, k-pop girl group","Pop","CRAZY IN LOVE",2021-09-24,03:11,76,89,1,0,50,10,30,-3,C♯/D♭ Major,4,2023-12-26,5b8FtevTVz8xVF6E208xeV,"JYP Entertainment",3B,,https://i.scdn.co/image/ab67616d000048517cba267dc81d036a71f46a3a
9,"help herself","bbno$,Diamond Pistols",63,168,"canadian hip hop, dark trap, meme rap, ","Hip Hop","help herself",2021-01-29,03:08,61,85,62,35,48,0,10,-8,E Minor,4,2023-12-26,4YMc3A256xFBS0xcT77Qce,"n/a",9A,https://p.scdn.co/mp3-preview/bd91b690a30ad46e310dd0cc106cfbf197a73a78?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cf614ee721dfd6597b5a8ea7
10,"Lost Chapter","Pentakill,Jorn Lande",55,135,"melodic power metal, ","Metal","III: Lost Chapter",2021-09-08,03:49,49,98,0,0,31,10,0,-5,E Minor,4,2023-12-26,207K1MXwebxpXDS43OazOU,"Riot Games",9A,https://p.scdn.co/mp3-preview/f8c15fd8f2751ac4c1c812c37a12177d4f8d3403?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851271db82dc8ab36a58edb04d7
11,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons,JID,Arcane,League of Legends",79,77,"modern rock, pop, rock, hip hop, pop rap, rap, underground hip hop, speedrun, video game music","Hip Hop, Rock, Pop, Electronic, Classical","Enemy (with JID) [from the series Arcane League of Legends]",2021-10-28,02:53,73,78,24,0,56,20,40,-4,B Minor,4,2023-12-26,1r9xUipOqoNwggBpENDsvJ,"KIDinaKORNER/Interscope Records",10A,,https://i.scdn.co/image/ab67616d00004851aa597e50829169e6994eb403
12,"i remember","bbno$",37,77,"canadian hip hop, dark trap, meme rap","Hip Hop","eat ya veggies",2021-10-08,03:23,60,82,0,71,82,0,20,-6,D#/E♭ Major,4,2023-12-26,6qZcifm7zyUgsjXzooHbpz,"bbno$",5B,,https://i.scdn.co/image/ab67616d000048518c25aa58d7e0894df7436348
13,"Eternal Youth","RŮDE",66,140,"japanese chillhop, rochester mn indie","Electronic, Pop","Eternal Youth",2017-08-07,03:25,66,49,3,90,5,0,20,-8,F#/G♭ Major,4,2023-12-26,0ytvsZOerGzUWfHXVT2Sgy,"Chill Squad",2B,https://p.scdn.co/mp3-preview/382362d729212567cb7c9048c89807a5f31a0c19?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851097f3d06dd8726a91f526e21
14,"Hai Domo","Cao White",0,72,"","","Hai Domo",2021-06-09,01:44,59,90,17,0,87,30,60,-4,G#/A♭ Minor,3,2023-12-26,4N7V5vstdiEhYLSSdhcPlp,"Cao White",1A,,https://i.scdn.co/image/ab67616d00004851ae41142490428f62de13b2cc
15,"Lightbringer - Acoustic","Pentakill,Jorn Lande",49,130,"melodic power metal, ","Metal","III: Lost Chapter",2021-09-08,03:14,45,33,80,0,17,0,10,-10,A Minor,4,2023-12-26,2c3RC6Q1srMggPeBitBBvO,"Riot Games",8A,https://p.scdn.co/mp3-preview/8e425990d9634a06ad225574ebf6731918647080?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851271db82dc8ab36a58edb04d7
16,"Burn It All Down","League of Legends,PVRIS",67,145,"speedrun, video game music, pixie, pop emo, pop punk","Rock, Electronic, Classical","Burn It All Down",2021-09-28,03:21,55,69,0,0,23,0,10,-7,A Minor,4,2023-12-26,0ked784BOZ1JtRVHux98jE,"Riot Games",8A,https://p.scdn.co/mp3-preview/86935c567aa7b678895cb1944c8fdad3e42b5ce9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485162b4ad8a3803bfb2f2d28f41
17,"sriracha","bbno$,lentra",56,100,"canadian hip hop, dark trap, meme rap","Hip Hop","sriracha",2019-04-19,02:09,92,48,9,0,96,20,10,-9,F Minor,4,2023-12-26,27uqXX6GcgnvzE2QzNaj4z,"no records",4A,https://p.scdn.co/mp3-preview/0260ae8b11704b54d1820005031f28a78a5148e6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485103cd7a1aae8bc7cacb96bb42
18,"Feyzullah","Alpha",42,140,"","","Feyzullah",2019-06-19,01:36,85,64,33,0,50,20,10,-5,A#/B♭ Minor,4,2023-12-26,6UDzr0rh9dG6XoZDYGMeMW,"24Saat Müzik",3A,https://p.scdn.co/mp3-preview/fbdc667998904682caee3d15f883552a0b2082ba?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516b13a11c10c1f6603ecd959d
19,"Executioner's Calling","Pentakill,Jorn Lande,Tre Watson",43,140,"melodic power metal, ","Metal","III: Lost Chapter",2021-09-08,04:36,43,95,0,0,26,10,10,-6,G Major,4,2023-12-26,5hdHRPKv5pwB93nBq19reU,"Riot Games",9B,https://p.scdn.co/mp3-preview/77415091384e3a7fd4025ce9cf6b62a3a9962217?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851271db82dc8ab36a58edb04d7
20,"Dynasties & Dystopia (from the series Arcane League of Legends)","Denzel Curry,Gizzle,Bren Joy,Arcane,League of Legends",64,154,"dark trap, drill, hip hop, miami hip hop, pop rap, rap, trap, underground hip hop, chill r&b, indie r&b, speedrun, video game music","R&B, Hip Hop, Electronic, Classical","Dynasties & Dystopia (from the series Arcane League of Legends)",2021-11-20,02:58,70,83,1,0,86,0,10,-5,C♯/D♭ Major,4,2023-12-26,5EIkdrmuu2xkoQWOWjoeFY,"Riot Games",3B,https://p.scdn.co/mp3-preview/78c7d33adda448ebee5d52958a4fef289a538e28?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485111a9468069b734154f21906f
21,"Stormrazor","Pentakill,Noora Louhimo",43,100,"melodic power metal, hel","Metal","III: Lost Chapter",2021-09-08,04:04,49,99,0,0,16,10,30,-5,G Major,4,2023-12-26,1gZ1mDu4N5yxt0Da0zZ5RI,"Riot Games",9B,https://p.scdn.co/mp3-preview/255a2d147e9b869f000bd19ee2b02522152ca0f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851271db82dc8ab36a58edb04d7
22,"Last Whisper","Pentakill",47,140,"melodic power metal","Metal","Smite and Ignite",2014-06-03,03:37,40,91,0,5,25,0,0,-5,A Major,4,2023-12-26,5CqRnqaQI4cg4KStMa7XQO,"Riot Games",11B,https://p.scdn.co/mp3-preview/3564d3fa25fffc289e62cbb1dbfed7af1fd29ba6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485111b83ddd0da87a35c322da13
23,"Conqueror","Pentakill,TELLE,Tre Watson",48,125,"melodic power metal, ","Metal","III: Lost Chapter",2021-09-08,04:10,50,99,0,0,21,10,30,-6,E Minor,4,2023-12-26,4EUVF9U6yBUOz97cIyFhar,"Riot Games",9A,https://p.scdn.co/mp3-preview/ef27c88548a430d4fb125dccecfc4faa34edf42b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851271db82dc8ab36a58edb04d7
24,"Mortal Reminder","Pentakill",56,160,"melodic power metal","Metal","II: Grasp of the Undying",2017-08-04,04:03,41,96,0,0,34,0,10,-5,F Minor,4,2023-12-26,2hMng3Va9y65zNzKefarHh,"Riot Games",4A,https://p.scdn.co/mp3-preview/35e7d32e74ef25bd69960a5543087d6a8684f47e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513a92b744cb9b03b73f95546c
25,"Deathfire Grasp","Pentakill",53,160,"melodic power metal","Metal","Smite and Ignite",2014-06-03,04:00,37,86,0,16,28,0,30,-5,A Minor,4,2023-12-26,2TpIrrYN70VjU651xOsJzJ,"Riot Games",8A,https://p.scdn.co/mp3-preview/cd3bfc1c00907742ddd362da013080596310d2d1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485111b83ddd0da87a35c322da13
26,"The Bloodthirster","Pentakill",43,110,"melodic power metal","Metal","II: Grasp of the Undying",2017-08-04,04:40,47,98,0,0,18,10,10,-5,A Major,4,2023-12-26,0WUgPVIouwbNaAGsLHRc3Y,"Riot Games",11B,https://p.scdn.co/mp3-preview/72a5130f48ebc4c49e0e78e223ff20d4d169d8aa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513a92b744cb9b03b73f95546c
27,"Infinity Edge","Pentakill",45,180,"melodic power metal","Metal","II: Grasp of the Undying",2017-08-04,03:52,37,98,0,0,44,10,10,-5,F#/G♭ Minor,4,2023-12-26,43D7G1IUQdqmnrQ0miHjVV,"Riot Games",11A,https://p.scdn.co/mp3-preview/87333f40dc2ee5e22a3b4f0fe226b8e14328aa5b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513a92b744cb9b03b73f95546c
28,"Edge of Night","Pentakill,Jorn Lande",52,145,"melodic power metal, ","Metal","III: Lost Chapter",2021-09-08,04:49,37,90,2,0,19,0,0,-5,G Major,3,2023-12-26,3Ro1AMjH9qdY3ZTWfxIFpN,"Riot Games",9B,https://p.scdn.co/mp3-preview/03800c0b28daf11706fcba57cd8ce4b31734a507?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851271db82dc8ab36a58edb04d7
29,"Cherry","Lana Del Rey",76,94,"art pop, pop","Pop","Lust For Life",2017-07-21,03:00,45,53,5,0,34,0,30,-9,G#/A♭ Minor,3,2023-12-26,1Ym6aMuT5bliaZMC67AmPp,"Polydor Records",1A,,https://i.scdn.co/image/ab67616d0000485195e2fd1accb339fa14878190
30,"Legends Never Die","League of Legends,Against The Current",79,140,"speedrun, video game music, neon pop punk, pixie, pop punk","Pop, Rock, Electronic, Classical","Legends Never Die",2017-09-15,03:55,50,60,1,0,6,0,10,-7,E Minor,4,2023-12-26,1FpVJ7HpZInE2GvhVE2TwT,"Riot Games",9A,https://p.scdn.co/mp3-preview/644d4ce6d4a3afce512d54904ce5872ccfb94493?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cb5ec46d6f1d2cf8d36d3663
31,"Like You Do","Joji",67,66,"viral pop","Pop","Nectar",2020-09-24,04:00,58,20,95,1,8,0,10,-10,A#/B♭ Major,4,2023-12-26,3xo4Q43ei0ypZOvd2W1IqZ,"88rising Music/Warner Records",6B,https://p.scdn.co/mp3-preview/b6264d2126b08a8219df6502c8b613ee9ebe5577?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485123c552a7a4fdafac02e08c34
32,"Voice of the Soul","Death",58,79,"death metal, dissonant death metal, florida death metal, groove metal, hard rock, metal, speed metal, technical death metal","Metal, Rock","The Sound of Perseverance - Reissue",1998-00-00,03:43,16,57,0,89,35,0,10,-6,G Minor,3,2023-12-26,69Yia3qCLw6N9U80WhLwLn,"Relapse Records",6A,https://p.scdn.co/mp3-preview/dcee384354630d9df9b1c49c72d031b78b55c98f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485191fcdc499f2dbfbcd7e58b59
33,"Gitme Sana Muhtacım","Zeki Müren",0,176,"turk sanat muzigi, turkish folk","Pop, Folk/Acoustic","Sev Beni",1989-12-22,04:31,27,38,6,0,41,0,10,-15,B Major,4,2023-12-26,0rb2T3VwlC9jcA02UojwtE,"Türküola Müzik",1B,,https://i.scdn.co/image/ab67616d000048517c17511de95eff3f57f5fea7
34,"Hazin Geliyor","Hakan Taşıyan",0,172,"arabesk","Pop","Sensiz İki Gün",1997-04-04,05:12,30,53,48,0,50,10,20,-9,G#/A♭ Major,4,2023-12-26,1hIN04pRsYaxKLnbPdSM5E,"SILA KASETÇİLİK SAN.",4B,,https://i.scdn.co/image/ab67616d00004851f84f21aef917b19f99c77af0
35,"Wish I Was Younger","Alfie Templeman",0,139,"modern alternative pop","Pop","Happiness in Liquid Form",2020-07-17,02:07,68,88,4,3,90,0,10,-4,G#/A♭ Major,4,2023-12-26,551RN9rptFQ5xp86tTpGFs,"Chess Club",4B,,https://i.scdn.co/image/ab67616d0000485119c401840e4c5d1776af745e
36,"Cinnamon Girl","Lana Del Rey",84,92,"art pop, pop","Pop","Norman Fucking Rockwell!",2019-08-30,05:00,29,34,81,41,14,0,10,-11,F#/G♭ Minor,5,2023-12-26,2mdEsXPu8ZmkHRRtAdC09e,"Polydor Records",11A,,https://i.scdn.co/image/ab67616d00004851879e9318cb9f4e05ee552ac9
37,"Lonely Nights","Scorpions",0,120,"album rock, german hard rock, german metal, german rock, hard rock, rock","Rock, Metal","Born To Touch Your Feelings - Best of Rock Ballads",2017-11-24,04:48,58,64,6,0,20,0,20,-7,A Minor,4,2023-12-26,6DvLJKzWnRNBkVNjRfde8Z,"RCA Local",8A,,https://i.scdn.co/image/ab67616d00004851ea300cb16a79eab134f02c78
38,"Happiness is a butterfly","Lana Del Rey",78,70,"art pop, pop","Pop","Norman Fucking Rockwell!",2019-08-30,04:32,47,12,97,0,16,0,10,-11,D Major,4,2023-12-26,3lG6OtGDsYAOALxEmubQQm,"Polydor Records",10B,,https://i.scdn.co/image/ab67616d00004851879e9318cb9f4e05ee552ac9
39,"Take Over","League of Legends,MAX,Jeremy McKinnon of A Day To Remember,HENRY",64,108,"speedrun, video game music, singer-songwriter pop, teen pop, viral pop, k-pop","Pop, Electronic, Classical","Take Over",2020-09-17,03:33,45,73,18,0,39,10,10,-4,F#/G♭ Minor,3,2023-12-26,7asFSf2pkWNEG3E5EuN1QR,"Riot Games",11A,https://p.scdn.co/mp3-preview/73ec7cbe8d4448fb981265437212f5b33e9e5eaf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851502d648ada3474ab82c18f1d
40,"Gathering Storm","Pentakill,Jorn Lande,Noora Louhimo,Jose "Atlan" Aranda",49,170,"melodic power metal, hel, ","Metal","III: Lost Chapter",2021-09-08,04:37,38,98,0,0,38,0,30,-4,F#/G♭ Minor,4,2023-12-26,2eKab7Fw5lCVnVM4G16N6B,"Riot Games",11A,https://p.scdn.co/mp3-preview/ca205a3b57587b9eaef027ab2855344d2ce9a3c2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851271db82dc8ab36a58edb04d7
41,"Last Stand","Pentakill,Jorn Lande",44,93,"melodic power metal, ","Metal","III: Lost Chapter",2021-09-08,04:37,25,96,0,0,33,0,10,-6,E Minor,3,2023-12-26,5V1wcYlThHF52vNxvHVSiu,"Riot Games",9A,https://p.scdn.co/mp3-preview/15034aa11fe15856df0e87dd661815bb96a93b48?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851271db82dc8ab36a58edb04d7
42,"Cull","Pentakill",43,75,"melodic power metal","Metal","II: Grasp of the Undying",2017-08-04,05:12,32,97,0,1,15,10,0,-6,E Minor,4,2023-12-26,60MENAaLuthH95BFH7uF8l,"Riot Games",9A,https://p.scdn.co/mp3-preview/f178317a6ae8758500c677dd886047d6fae76da4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513a92b744cb9b03b73f95546c
43,"Somebody That I Used To Know","Gotye,Kimbra",80,129,"australian pop, bergen indie, electropop, nz pop","Pop, Electronic","Making Mirrors",2011-01-01,04:04,87,52,55,0,75,0,10,-7,C Major,4,2023-12-26,1qDrWA6lyx8cLECdZE7TV7,"Universal-Island Records Ltd.",8B,,https://i.scdn.co/image/ab67616d000048518ac5768205ad97df3f4f4c0e
44,"Bandoleros","Don Omar,Tego Calderón",72,91,"latin hip hop, puerto rican pop, reggaeton, trap latino, urbano latino, rap boricua","Hip Hop, Pop, Latin","The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack)",2006-06-20,05:05,66,90,32,0,79,20,10,-5,F Minor,4,2023-12-26,4BxzNZpcm1j3JczZzGNe2k,"Universal (MT)",4A,,https://i.scdn.co/image/ab67616d000048518b660b58d947c1d666d635c0
45,"Küllenen Aşk","Cengiz Kurtoğlu",0,98,"arabesk","Pop","Unutulan...",2002-09-20,05:06,56,47,63,0,53,0,20,-12,G Minor,4,2023-12-26,6MOsPYBglj51uRtpU2XxUw,"ÖZER KARDEŞ KASET",6A,,https://i.scdn.co/image/ab67616d00004851f4009500490e06ef01846f1f
46,"Ahu Gözlüm","Hakan Taşıyan",0,110,"arabesk","Pop","Sensiz İki Gün",1997-04-04,03:08,66,57,65,0,45,0,0,-9,D Minor,4,2023-12-26,5twVzXuF6mKFtQig8hfzsB,"SILA KASETÇİLİK SAN.",7A,,https://i.scdn.co/image/ab67616d00004851f84f21aef917b19f99c77af0
47,"Nikah Masası","Ümit Besen",0,88,"arabesk, turkish folk","Pop, Folk/Acoustic","Nostalji",1998-06-05,04:49,57,62,46,0,63,0,10,-12,C Minor,4,2023-12-26,3ptSYzMMPk8kRxCfxha7dQ,"EMRE GRAFSON MÜZİK",5A,,https://i.scdn.co/image/ab67616d0000485129967b8fc7c9df052781cec8
48,"Dokunma","Orhan Gencebay",52,110,"arabesk, turkish folk, turkish psych","Pop, Folk/Acoustic","Utan / Dokunma",1990-01-17,05:11,41,44,66,0,64,0,0,-12,A#/B♭ Minor,5,2023-12-26,0cp3CBk6VtToeu3G4Bknhz,"Kervan Plakçilik Kasetçilik",3A,https://p.scdn.co/mp3-preview/dcbfb97fb1d48525df6d82916dec1b863fefbe15?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d53ae5810b87ac42c72938b1
49,"Yarabbim","Orhan Gencebay",37,138,"arabesk, turkish folk, turkish psych","Pop, Folk/Acoustic","Yarabbim",1979-01-05,05:04,38,43,33,0,54,0,10,-10,G Major,4,2023-12-26,5TXf2XLpamuB1Xwz4Kc7v5,"Kervan Plakçilik Kasetçilik",9B,https://p.scdn.co/mp3-preview/75999f0ee9445d9f79025caa78c7e42dbea0df5c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516c3fba6f2d66a0e91059755c
50,"Ew","Joji",67,114,"viral pop","Pop","Nectar",2020-09-25,03:27,48,37,80,7,4,0,10,-9,A#/B♭ Major,4,2023-12-26,7xcUWyLh6fIMsYjoVI7NnZ,"88rising Music/Warner Records",6B,https://p.scdn.co/mp3-preview/b871936cddfd66d396c29155b802b8fc8764962c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485153f6fa0d2589c6a7174f4b81
51,"Peach Jam","88rising,Joji,BlocBoy JB",48,90,"asian american hip hop, viral pop, memphis hip hop, rap, tennessee hip hop, trap","Hip Hop, Pop","Head In The Clouds",2018-07-20,02:41,86,67,2,0,62,0,10,-7,G Major,4,2023-12-26,6dktyiCWz2JYGmcPQ5D5dY,"88rising Music/Warner Records",9B,https://p.scdn.co/mp3-preview/a359e758a2aa93f21c43b081f5e985714291148d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514aedbebc17bc6ebccad220e9
52,"CAN'T GET OVER YOU (feat. Clams Casino)","Joji,Clams Casino",68,130,"viral pop, cloud rap, experimental hip hop, instrumental hip hop, psychedelic hip hop","Hip Hop, Pop","BALLADS 1",2018-10-26,01:47,90,32,68,8,84,30,0,-9,A Major,4,2023-12-26,39oeKRgsLeynDIbWuXyA47,"88rising Music/Warner Records",11B,https://p.scdn.co/mp3-preview/9673c0cb56d25cf341521f5e1b5db2736b71395a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485160ba1d6104d0475c7555a6b2
53,"MODUS","Joji",62,132,"viral pop","Pop","Nectar",2020-09-25,03:27,74,53,18,0,26,0,10,-8,G Major,4,2023-12-26,5SjtAe7xzUgHDtNTmt8zS7,"88rising Music/Warner Records",9B,https://p.scdn.co/mp3-preview/71ef1125a43763ce36162ada081aa4bc10c258f1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485153f6fa0d2589c6a7174f4b81
54,"Lightbringer","Pentakill",58,160,"melodic power metal","Metal","Smite and Ignite",2014-06-03,04:56,34,92,0,1,28,10,10,-6,E Major,4,2023-12-26,7ixYgkcd8aptv5bBAmQXYF,"Riot Games",12B,https://p.scdn.co/mp3-preview/2bf19c3f37966bf8e51d92db36d9ab7e1d8d20d5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485111b83ddd0da87a35c322da13
55,"Predator","Pentakill,Tre Watson,TELLE",47,76,"melodic power metal, ","Metal","III: Lost Chapter",2021-09-08,04:19,41,99,0,3,34,0,20,-6,E Minor,4,2023-12-26,5yGvW9W8yte5ChMcIAwb0m,"Riot Games",9A,https://p.scdn.co/mp3-preview/b0df52aa8fce4c9830848af877e2aad5db882b78?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851271db82dc8ab36a58edb04d7
56,"Haydi Gel İçelim","Yüksek Sadakat",0,136,"turkish pop, turkish rock","Pop, Rock","Katil & Maktül",2008-00-00,04:10,64,66,8,0,66,0,0,-5,A Major,4,2023-12-26,5iloeEnYSKxjR9GSOAgu4D,"DOĞAN MÜZİK YAPIM",11B,,https://i.scdn.co/image/ab67616d000048514e4d8aae0a58ae40c1067b44
57,"Aman Aman","Duman",61,106,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Seni Kendime Sakladım",2005-07-04,04:05,74,44,36,0,68,0,20,-6,E Major,4,2023-12-26,0NeO8RLuVdFRigkKhjBgbT,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",12B,,https://i.scdn.co/image/ab67616d00004851d5a587c7de8efc3ba32bede7
58,"Beni Benimle Bırak","maNga",57,156,"turkish rock","Rock","Şehr-i Hüzün",2009-11-09,03:29,54,95,2,0,66,0,0,-3,F#/G♭ Minor,4,2023-12-26,30hoPcypN51Y11q6lnI6mB,"SONY MUSIC TURKEY",11A,https://p.scdn.co/mp3-preview/02eb2dde5b7bd4d6ea7b2ee528181e0b5c15cd90?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518706180dd9d58d662291fca3
59,"Yanıbaşımdan","Duman",56,72,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Seni Kendime Sakladım",2005-07-04,04:44,50,47,66,0,16,0,0,-6,G Minor,4,2023-12-26,5XMAeSjjinBwKjdANxHbeZ,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",6A,,https://i.scdn.co/image/ab67616d00004851d5a587c7de8efc3ba32bede7
60,"Kırmış Kalbini","Duman",57,84,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Belki Alışman Lazım",2002-10-16,04:39,56,47,9,0,34,0,10,-8,E Major,4,2023-12-26,03FeHgtPLgBfBqKD3J3b4E,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",12B,,https://i.scdn.co/image/ab67616d000048518c0559b991acf898adfede08
61,"Sandal","Yüzyüzeyken Konuşuruz",54,93,"turkish alternative rock, turkish rock","Rock","Akustik Travma",2018-02-23,04:36,60,57,52,78,29,0,50,-10,C Minor,4,2023-12-26,7ouMGV7ScnMUGXKFGAGjXe,"SONY MUSIC TURKEY",5A,https://p.scdn.co/mp3-preview/bc4ae5e3985001c752cff9d92f4d4c42b3b7ff85?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512de642b64eadaeff4697f156
62,"Gözleri Kanlı","Duman",0,85,"anadolu rock, karadeniz turkuleri, turkish alternative, turkish alternative rock, turkish rock","Rock, Pop","Darmaduman",2013-09-12,06:02,24,66,11,0,38,0,0,-6,C Minor,1,2023-12-26,7cPGc9B71Z06YO820N2ymk,"PASAJ",5A,,https://i.scdn.co/image/ab67616d00004851690c8a1e18cebea2ecfebcd0
