"#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,""Spotify Track Img"",""Song Preview""";
"1,""More Than You Know"",""Axwell /\ Ingrosso"",81,123,""edm, pop dance"",""Electronic"",""More Than You Know"",2017-07-28,03:23,65,74,3,0,57,0,30,-5,F Minor,4,2023-12-26,6h5PAsRni4IRlxWr6uDPTP,""EMI"",4A,,https://i.scdn.co/image/ab67616d00004851fba6de0b38b0168d480b1a27";
"2,""Boomin"",""Yung Gravy,bbno$"",45,100,""meme rap, minnesota hip hop, canadian hip hop, dark trap"",""Hip Hop"",""Boomin"",2017-05-31,02:14,80,62,12,0,20,10,10,-9,B Minor,4,2023-12-26,0ObPdjFZ3cBr61rUusvkto,""Yung Gravy"",10A,https://p.scdn.co/mp3-preview/8dab4e4e2238dbd56db7c8679554a636e707f950?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851856499bf0ec088d843e63244";
"3,""Did It Again"",""Lil Tecca"",78,149,""melodic rap, pluggnb, rap"",""Hip Hop"",""We Love You Tecca"",2019-08-30,01:56,69,56,19,0,19,10,10,-10,A#/B♭ Minor,4,2023-12-26,4guBZjUyrGoHsTahO3IHdj,""Republic Records"",3A,,https://i.scdn.co/image/ab67616d00004851bd69bbde4aeee723d6d08058";
"4,""Lalala"",""Y2K,bbno$"",73,130,""pop rap, viral rap, canadian hip hop, dark trap, meme rap"",""Hip Hop"",""Lalala"",2019-06-28,02:40,84,39,18,0,50,0,10,-8,D Major,4,2023-12-26,51Fjme0JiitpyXKuyQiCDo,""Columbia"",10B,https://p.scdn.co/mp3-preview/7b232b80a94250d348f64ba036acdc211bb04585?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518a6ccb507dd6a66f7f6e2440";
"5,""roo doo"",""bbno$,lentra"",38,101,""canadian hip hop, dark trap, meme rap"",""Hip Hop"",""recess"",2019-01-25,02:36,92,53,22,0,84,10,0,-9,C♯/D♭ Major,4,2023-12-26,4d4jAHkTIfNr2EpSrLvI9f,""no records"",3B,https://p.scdn.co/mp3-preview/3108a97e97e24b9901bdfbce93d5fab451979219?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514f33d03da09cfdf70aa804f3";
"6,""iunno"",""BABY GRAVY,Yung Gravy,bbno$"",42,86,""meme rap, minnesota hip hop, canadian hip hop, dark trap"",""Hip Hop"",""iunno"",2019-11-29,02:37,91,40,24,0,57,20,0,-12,C Minor,4,2023-12-26,02TmyBZCgcVihv9PVK9Mw2,""Baby Gravy"",5A,https://p.scdn.co/mp3-preview/d69d69b5606ea2d686191dcc454c083694bf727f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485145c4d0ecf58ec70bbff955d8";
"7,""Lucid Dreams"",""Juice WRLD"",85,84,""chicago rap, melodic rap, rap"",""Hip Hop"",""Goodbye & Good Riddance"",2018-12-10,03:59,51,57,35,0,22,20,30,-7,F#/G♭ Minor,4,2023-12-26,285pBltuF7vW8TeWk8hdRR,""Juice WRLD Mixtape / ISR P&D"",11A,,https://i.scdn.co/image/ab67616d00004851f7db43292a6a99b21b51d5b4";
"8,""stucco"",""bbno$,Y2K"",38,94,""canadian hip hop, dark trap, meme rap, pop rap, viral rap"",""Hip Hop"",""recess"",2019-01-25,02:05,88,58,13,1,51,20,10,-7,C♯/D♭ Major,4,2023-12-26,62L4TDK8myKixbBP1cLGRB,""no records"",3B,https://p.scdn.co/mp3-preview/4c9874ca64bc28420265cbfcbcd9cc2d54d8e215?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514f33d03da09cfdf70aa804f3";
"9,""slop"",""bbno$"",35,174,""canadian hip hop, dark trap, meme rap"",""Hip Hop"",""slop"",2019-10-18,02:45,72,41,29,0,22,30,0,-11,C Major,4,2023-12-26,5X5w66oR8QlDrHDTWrEZeh,""bbno$"",8B,https://p.scdn.co/mp3-preview/7c62309c5d6d50735cded1ea8e2b0095a3d2a22c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ef503bd480cb5c81ae2ee491";
