#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
545,"Train Of Consequences - Remastered 2004","Megadeth",52,115,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","Youthanasia (Expanded Edition - Remastered)",1994-10-28,03:31,56,95,0,0,57,10,0,-4,G#/A♭ Major,4,2024-01-05,03Yv8adIIOsRACDHLUYS9l,"Capitol Records",4B,,https://i.scdn.co/image/ab67616d000048513171798d5cfc745f0ba24c84
546,"Disconnect","Megadeth",16,129,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","The World Needs a Hero",2001-05-14,05:20,56,90,0,58,43,0,0,-4,E Minor,4,2024-01-05,7JlRGrhF7XXIYSV4GSyDx4,"Sanctuary Records",9A,,https://i.scdn.co/image/ab67616d000048515545e351774a756c377ea0ee
547,"Love is a Laserquest","Arctic Monkeys",64,170,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Suck It and See",2011-06-06,03:11,35,66,0,91,55,0,10,-7,B Major,4,2024-01-05,0S6CXA5LpRDX6b4akgrOot,"Domino Recording Co",1B,https://p.scdn.co/mp3-preview/72d43d88ed129ddebe431e9cbcc8e4031670ecaf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cb44038b22f3d8a5e4e62d5a
548,"Last Night a D.J. Saved My Life","Indeep",61,113,"post-disco","R&B","A Night to Remember (Mixed By Tony Okungbowa & Jojoflores)",2012-05-01,04:12,85,66,5,0,86,20,10,-8,B Major,4,2024-01-05,34jtsFqKNRSJFa0r6ZRqQh,"UNIDISC MUSIC INC.",1B,https://p.scdn.co/mp3-preview/018ade42e6bc278e65debf8ffdb38b551491fb02?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851489e3d47204a86ebd21ea0c8
549,"Dark Paradise","Lana Del Rey",71,120,"art pop, pop","Pop","Born To Die - The Paradise Edition",2012-01-01,04:03,60,65,10,0,43,0,10,-8,C♯/D♭ Minor,4,2024-01-05,6qqdFWe7C4LsBjWbXQdsHA,"Polydor Records",12A,,https://i.scdn.co/image/ab67616d00004851ebc8cfac8b586bc475b04918
550,"Aces High - 2015 Remaster","Iron Maiden",64,133,"alternative metal, hard rock, metal, nwobhm, rock","Metal, Rock","Powerslave (2015 Remaster)",1984-00-00,04:31,30,94,3,2,76,0,10,-5,D Major,4,2024-01-05,3wFGRek61NIF330UwJCI52,"Parlophone UK",10B,https://p.scdn.co/mp3-preview/53d1b487e9ac2d43dfeed40f9e442d315bdeac04?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510335e5389b34f6acfb73a82d
551,"i remember","bbno$",41,77,"canadian hip hop, dark trap, meme rap","Hip Hop","i remember",2021-09-22,03:23,60,82,0,71,82,0,20,-6,D#/E♭ Major,4,2024-01-05,4MWFPLrhkekG6gcix2l3vJ,"bbno$",5B,,https://i.scdn.co/image/ab67616d00004851e82a389117772d7198cf0596
552,"i see london i see france","bbno$",57,117,"canadian hip hop, dark trap, meme rap","Hip Hop","bag or die",2022-10-21,02:32,83,72,1,1,87,0,30,-6,A#/B♭ Minor,4,2024-01-05,34jYdKass63B8LM94KoHQi,"bbno$",3A,https://p.scdn.co/mp3-preview/0f49d8cfc502f5c365952864923fef8b55d2a3d8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d8b52e640a1a6ea619f1dc6e
553,"Side To Side","Ariana Grande,Nicki Minaj",78,159,"pop, hip pop, queens hip hop, rap","Pop, Hip Hop","Dangerous Woman",2016-04-01,03:46,65,74,5,0,61,20,20,-6,F#/G♭ Minor,4,2024-01-05,44ONERBHALxftQNWq6dmyd,"Universal Records",11A,,https://i.scdn.co/image/ab67616d0000485133342c57a9b2c4e04c97b3f5
554,"Fantasy","Earth, Wind & Fire",68,89,"disco, funk, jazz funk, soul","R&B, Jazz","The Best Of Earth, Wind & Fire Vol. 1",1978-11-23,03:46,67,71,29,2,69,0,10,-9,E Minor,4,2024-01-05,0Eq4BMgsdV6DkLSJfX8eBt,"Columbia/Legacy",9A,https://p.scdn.co/mp3-preview/7f737560857c9f015f2f237dfe7356900bf7a4ca?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514dd033f4cf3a0a58059cde69
555,"Dursun Zaman (feat. Göksel)","maNga,Göksel",65,186,"turkish rock, turkce slow sarkilar, turkish pop","Pop, Rock","maNga +",2004-01-27,04:55,41,90,9,0,46,20,0,-6,D Major,4,2024-01-05,110lLYj8VghNryOewSj15h,"SONY MUSIC TURKEY",10B,https://p.scdn.co/mp3-preview/5800c88ba6e0b8bfd138fee90b54c68bf48865e8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c550b05098ae3723e0a8dc6c
556,"Lust For Life (with The Weeknd)","Lana Del Rey,The Weeknd",74,100,"art pop, pop, canadian contemporary r&b, canadian pop","Pop, R&B","Lust For Life",2017-07-21,04:24,50,66,60,0,26,0,30,-9,C Minor,4,2024-01-05,0mt02gJ425Xjm7c3jYkOBn,"Polydor Records",5A,,https://i.scdn.co/image/ab67616d0000485195e2fd1accb339fa14878190
557,"Pills","Joji",56,81,"viral pop","Pop","In Tongues (Deluxe)",2018-02-14,03:07,45,41,58,77,24,0,10,-11,B Major,3,2024-01-05,5xwKCPdE3kyU0XwqfbyQsx,"88rising Music / EMPIRE",1B,https://p.scdn.co/mp3-preview/9374e26727b7022cf1d4a90e2a0ac1c968ef7736?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518e947f66f6d4eeaa56a28767
558,"Işıkları Söndürseler Bile","maNga",63,107,"turkish rock","Rock","Işıkları Söndürseler Bile",2014-04-14,04:28,54,85,0,0,39,0,10,-6,D Minor,3,2024-01-05,4reNFAKWdv4VlwCQDDmXVP,"Poll Production",7A,https://p.scdn.co/mp3-preview/8e0baf192a52384a445875ff68f7711e7d8c8821?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fe497d4525641b2ea01590e7
559,"Baby Naber?","ALIZADE",56,150,"zhenskiy rep","","Baby Naber?",2023-08-11,01:58,72,65,32,0,82,0,10,-6,F Minor,4,2024-01-05,26BtOe3Dyvbe0Uavxj60ST,"New Wave",4A,https://p.scdn.co/mp3-preview/3309c97d5deb29652c425eab5810943a806df3b6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d8e4566d3f94f3323d772c41
560,"What I've Done","Linkin Park",83,120,"alternative metal, nu metal, post-grunge, rap metal, rock","Metal, Rock","Minutes to Midnight",2007-05-14,03:25,62,93,1,0,29,0,10,-5,F Major,4,2024-01-05,18lR4BzEs7e3qzc0KVkTpU,"Warner Records",7B,https://p.scdn.co/mp3-preview/bb5a97b64d61c8920674717ca753752eee008b95?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516e996745f2c7b8036abef213
561,"7 rings","Ariana Grande",85,140,"pop","Pop","thank u, next",2019-02-08,02:58,78,32,59,0,33,30,0,-11,C♯/D♭ Minor,4,2024-01-05,6ocbgoVGwYJhOv1GgI9NsF,"Republic Records",12A,,https://i.scdn.co/image/ab67616d0000485156ac7b86e090f307e218e9c8
562,"Children of the Earth","Praying Mantis",38,171,"nwobhm","Metal","Time Tells No Lies",1981-00-00,05:37,21,79,0,2,47,0,0,-7,A Minor,4,2024-01-05,0un0EK8Qvd3eNYh7BJz2OF,"Rock Candy Records",8A,https://p.scdn.co/mp3-preview/b15d0db6902ec14a3633bec2b902f747db323048?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851da9215fe36e58003c5733bea
563,"Cambaz","mor ve ötesi",66,154,"turkish alternative, turkish alternative rock, turkish rock","Pop, Rock","Dünya Yalan Söylüyor",2004-04-16,03:50,54,88,2,0,65,0,20,-2,A Major,4,2024-01-05,3ZkA3JnqluUWzwr64BBkl4,"RAKUN MÜZİK FİLM",11B,https://p.scdn.co/mp3-preview/ceaf95988b240089a1d593d98369c56e2e4a34fc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485161cd6f5ad7c69b76adbc5419
564,"Levitating","Dua Lipa",80,103,"dance pop, pop, uk pop","Pop","Future Nostalgia",2020-03-27,03:23,70,88,6,0,91,0,20,-2,F#/G♭ Minor,4,2024-01-05,39LLxExYz6ewLAcYrzQQyP,"Warner Records",11A,https://p.scdn.co/mp3-preview/ac28d1b0be285ed3bfd8e9fa5fad133776d7cf36?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514bc66095f8a70bc4e6593f4f
565,"Hung Up","Madonna",78,125,"dance pop, pop","Pop","Confessions on a Dance Floor",2005-11-11,05:37,65,65,0,16,41,0,0,-8,A Minor,4,2024-01-05,3850dYVgOFIXJh5U4BFEWH,"Warner Records",8A,https://p.scdn.co/mp3-preview/dffaf6d378f42c2ec6311d17fadc5fc26eb84bf8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851efcbc3f42da96cea7583bb6f
566,"Seni Kalbime Gömdüm","Müslüm Gürses",46,132,"arabesk","Pop","Küskünüm",1986-05-22,04:27,49,50,73,0,39,0,10,-7,G Minor,4,2024-01-05,3obVSLy8jn4yw7kbcMdEFE,"BAYAR MÜZİK ÜRETİM",6A,https://p.scdn.co/mp3-preview/07d9a002cd4cfeac96bcb16a6b29880fde98d21b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517795a558f68bf11b1077ab8b
567,"User Friendly","Namakopuri,Us Cracks",38,165,"","","Cyberpunk 2077: Radio, Vol. 3 (Original Soundtrack)",2020-12-25,03:05,58,97,11,0,39,10,30,-4,B Minor,4,2024-01-05,2SGth4SygAAmkuxNkwNquq,"Lakeshore Records",10A,https://p.scdn.co/mp3-preview/956f03535d6f78c4886ff1d8a0dfdb3f209dbb06?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511dbbe25807996493bc175633
568,"Fight Fire With Fire - Remastered","Metallica",59,91,"hard rock, metal, old school thrash, rock, thrash metal","Rock, Metal","Ride The Lightning (Remastered)",1984-07-26,04:44,28,99,0,73,13,10,0,-7,C Major,4,2024-01-05,6ckozbGmOusAnLT2LEbERy,"Blackened Recordings / Universal Music",8B,,https://i.scdn.co/image/ab67616d000048519ad3e9959f48d513886b8933
569,"Dance Monkey","Tones And I",70,98,"australian pop","Pop","The Kids Are Coming",2019-08-29,03:29,82,59,69,0,51,0,10,-6,F#/G♭ Minor,4,2024-01-05,5ZULALImTm80tzUbYQYM9d,"Elektra (NEK)",11A,https://p.scdn.co/mp3-preview/d03d7e46e89547f5a1994483f27e221c8de1f5c5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851aa1beea495a0070294c30e31
570,"Suicidal Thoughts","Josh A,iamjakehill",66,140,"sad lo-fi, sad rap","Electronic, Hip Hop","Better off Dead",2017-10-19,03:01,37,66,22,0,15,0,40,-6,C♯/D♭ Major,4,2024-01-05,56TOfxnRzSRbFRw8J6C4IT,"Josh A & Iamjakehill",3B,https://p.scdn.co/mp3-preview/510c713dcd6fa87b4ebf7d184b21f2195b065d21?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485118e1508eff5a90c2f8c233cb
571,"I Want (feat. 2 Chainz)","MadeinTYO,2 Chainz",0,121,"atl hip hop, melodic rap, trap, hip hop, pop rap, rap, southern hip hop","Hip Hop","I Want (feat. 2 Chainz)",2016-07-15,03:53,86,63,18,0,22,10,30,-7,D Major,4,2024-01-05,3zzf7EXJdQ6igozFIefQkX,"Private Club Records",10B,,https://i.scdn.co/image/ab67616d00004851e65fe348840158b6ad8f689a
572,"Crush 'Em - Remastered","Megadeth",37,118,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","Risk (Expanded Edition - Remastered)",1999-08-31,04:54,55,83,0,0,38,0,50,-5,F Major,4,2024-01-05,6q1aLwkZm2f36t1yr9JMVn,"Capitol Records",7B,,https://i.scdn.co/image/ab67616d00004851e3cad5e9f4f92df63716bc33
573,"Raf","Deeperise,Jabbar",64,97,"turkish deep house, turkish pop","Electronic, Pop","Raf",2017-05-05,04:07,79,44,20,0,14,0,10,-11,E Minor,4,2024-01-05,1jStctxoCQu67sVWxzatLC,"EMI - Kent Elektronik Sanayi ve Ticaret A.S.",9A,,https://i.scdn.co/image/ab67616d00004851caae7b6a16b0c8c1aed145e5
574,"Bring Me To Life","Evanescence",85,95,"alternative metal","Metal","Fallen",2003-03-04,03:55,33,94,1,0,30,0,20,-3,E Minor,4,2024-01-05,0COqiPhxzoWICwFCS4eZcp,"The Bicycle Music Company",9A,,https://i.scdn.co/image/ab67616d0000485125f49ab23f0ec6332efef432
575,"VILLAIN","K/DA,Madison Beer,Kim Petras,League of Legends",73,160,"k-pop girl group, pop, alt z, transpop, speedrun, video game music","Pop, Electronic, Classical","ALL OUT",2020-11-06,03:19,65,63,2,0,31,0,0,-6,F Minor,4,2024-01-05,3QSjVPObHxuAJc3E5nrjRn,"Riot Games",4A,https://p.scdn.co/mp3-preview/6576581dd8a026babb1bf71938da3acbe8511475?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f2bf9685109a09bdc176fb43
576,"rockstar (feat. 21 Savage)","Post Malone,21 Savage",84,160,"dfw rap, melodic rap, pop, rap, atl hip hop, hip hop","Hip Hop, Pop","beerbongs & bentleys",2018-04-27,03:38,59,52,12,0,13,0,10,-6,F Minor,4,2024-01-05,0e7ipj03S05BNilyu5bRzt,"Republic Records",4A,,https://i.scdn.co/image/ab67616d00004851b1c4b76e23414c9f20242268
577,"2 Minutes to Midnight - 2015 Remaster","Iron Maiden",66,94,"alternative metal, hard rock, metal, nwobhm, rock","Metal, Rock","Powerslave (2015 Remaster)",1984-00-00,06:03,45,97,1,0,60,0,20,-5,A Minor,4,2024-01-05,2SrVGpjv0mqCR6j9EZPSm2,"Parlophone UK",8A,https://p.scdn.co/mp3-preview/b542c73a4babe3002f8fbe6922566162c4509856?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510335e5389b34f6acfb73a82d
578,"Enemy of God","Kreator",48,106,"death metal, german metal, german thrash metal, hard rock, melodic thrash, metal, old school thrash, speed metal, thrash metal","Metal, Rock","Enemy of God",2005-01-10,05:43,32,99,0,4,21,10,20,-5,C Minor,4,2024-01-05,66SvhAHu1tggvj5wwOwxDR,"Nuclear Blast",5A,https://p.scdn.co/mp3-preview/f658d01036a476841cf11d7ae42209c4b346fce7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513735e34957c2ba257f8e99a8
579,"Aşkı Harcamanın 80 Yolu","TNK",55,122,"turkish rock","Rock","Aşkı Harcamanın 80 Yolu",2016-05-23,03:48,74,76,65,0,79,0,0,-4,A#/B♭ Minor,4,2024-01-05,5ELVlknqteEab9vpj9qI0d,"PASAJ",3A,https://p.scdn.co/mp3-preview/2163f65aa2bcf301d323e572b4ded7322d3b94ec?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485182cbf093651b944f5dd8b664
580,"The Next Best American Record","Lana Del Rey",63,108,"art pop, pop","Pop","Norman Fucking Rockwell!",2019-08-30,05:49,57,35,62,0,12,0,10,-10,D Major,4,2024-01-05,7vRfxLcDDwgYW2WTrtEgUV,"Polydor Records",10B,,https://i.scdn.co/image/ab67616d00004851879e9318cb9f4e05ee552ac9
581,"Love","Lana Del Rey",71,99,"art pop, pop","Pop","Lust For Life",2017-07-21,04:32,53,37,49,0,23,0,10,-11,A#/B♭ Major,4,2024-01-05,2Kerz9H9IejzeIpjhDJoYG,"Polydor Records",6B,,https://i.scdn.co/image/ab67616d0000485195e2fd1accb339fa14878190
582,"Crystal Mountain","Death",52,176,"death metal, dissonant death metal, florida death metal, groove metal, hard rock, metal, speed metal, technical death metal","Metal, Rock","Symbolic (Remastered Version)",1995-03-19,05:07,26,98,0,0,36,20,30,-6,G Major,4,2024-01-05,0ItAcLSkUiePOmFGun3cSe,"Roadrunner Records",9B,https://p.scdn.co/mp3-preview/bdc9127bb6da5a271f7319116290ec70fcac2591?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851014e93e47bf1dc746cab4930
583,"99 Ways To Die","Megadeth",47,162,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","Hidden Treasures",1995-00-00,03:58,48,97,0,3,31,10,0,-6,B Minor,4,2024-01-05,75t7W9LYbkgbkeT6B5EoHM,"Parlophone Catalogue",10A,,https://i.scdn.co/image/ab67616d00004851d408b2375e0ca6362c968d0f
584,"Death From Within","Megadeth",39,82,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","Dystopia",2016-01-22,04:47,20,99,0,0,15,30,30,-3,F Major,4,2024-01-05,7IcKHPLfhvdfSBYTPMAbga,"AG Records (Megadeth) 2017",7B,,https://i.scdn.co/image/ab67616d00004851db38819ff1e73809f8be6107
585,"Holy Diver","Dio",67,92,"album rock, alternative metal, glam metal, hard rock, metal, rock","Rock, Metal","Holy Diver",1983-00-00,05:40,47,78,1,48,12,0,20,-11,A#/B♭ Minor,4,2024-01-05,54yLLvpezvPO1lA3GspiZj,"UMC (Universal Music Catalogue)",3A,,https://i.scdn.co/image/ab67616d0000485115350aa1c89e23a5fa6c0de1
586,"BOOMBAYAH","BLACKPINK",1,125,"k-pop, k-pop girl group, pop","Pop","SQUARE ONE",2016-08-08,04:00,66,84,0,0,39,0,50,-3,F Minor,4,2024-01-05,3yHQKddM8SVCRnuPSo3HPN,"YG Entertainment",4A,,https://i.scdn.co/image/ab67616d00004851231a1b74cc820bb632de108c
587,"Congratulations","pewdiepie,Roomie Video Music,Boyinaband",49,136,"antiviral pop, otacore, pixel","Pop","Congratulations",2019-03-31,04:08,70,80,16,0,70,10,30,-9,F Minor,4,2024-01-05,6WaogiItGdUTm490XN4QKJ,"Roomie Records",4A,https://p.scdn.co/mp3-preview/8f396c4ea6c41450a64a152b6cfb4d67127895cd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851eb7d31fb0829be9751c55ce4
588,"Psychosocial","Slipknot",77,135,"alternative metal, nu metal, rap metal, rock","Metal, Rock","All Hope Is Gone (10th Anniversary)",2008-08-20,04:44,57,98,0,0,31,0,0,-4,D Major,4,2024-01-05,3RAFcUBrCNaboRXoP3S5t1,"Roadrunner Records",10B,https://p.scdn.co/mp3-preview/36f6e029ac32c01f70c026d3770b49b6476e3c33?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e7fbc0883149094912559f2c
589,"Owner Of A Lonely Heart","Yes",48,125,"album rock, art rock, classic rock, hard rock, progressive rock, rock, soft rock, symphonic rock","Rock","Highlights: The Very Best Of Yes",1993-09-21,04:29,74,73,25,0,92,0,30,-8,G Major,4,2024-01-05,4uLo3el3oXuxQxHhDHJr40,"Rhino/Elektra",9B,https://p.scdn.co/mp3-preview/779794e2b7ba00f8fe3a89d03cd98d2f5f936c75?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d77b51fe943d7e1ece1fe00c
590,"God of War","Bear McCreary",57,144,"orchestral soundtrack, scorecore, soundtrack","Classical, Easy listening","God of War (PlayStation Soundtrack)",2018-04-13,04:06,20,44,29,94,14,0,10,-10,G#/A♭ Major,4,2024-01-05,6ZMwwuUOx8kefl32gWOjtY,"Sony Classical",4B,https://p.scdn.co/mp3-preview/c480eb9718d2b37b4b993dd45f32b714046e07cc?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519f1c86cf986dec4c07ace79a
591,"Old Town Road","Lil Nas X",26,136,"lgbtq+ hip hop","Hip Hop","Old Town Road",2019-03-14,01:53,91,52,4,0,47,10,0,-6,C♯/D♭ Major,4,2024-01-05,53CJANUxooaqGOtdsBTh7O,"Columbia",3B,https://p.scdn.co/mp3-preview/c9de05440773961287640cae5ee1fc128d74c11f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485105211b7d31fe69c3e8adbe95
592,"Welcome To The Jungle","Guns N' Roses",9,123,"glam metal, hard rock, rock","Metal, Rock","Appetite For Destruction",1987-07-21,04:32,45,95,2,40,33,0,30,-8,G#/A♭ Major,4,2024-01-05,0bVtevEgtDIeRjCJbK3Lmv,"Guns N Roses P&D",4B,,https://i.scdn.co/image/ab67616d0000485168384dd85fd5e95831252f60
593,"Knockin' On Heaven's Door","Guns N' Roses",80,132,"glam metal, hard rock, rock","Metal, Rock","Use Your Illusion II",1991-09-18,05:36,50,74,2,0,38,0,10,-7,F#/G♭ Major,4,2024-01-05,4JiEyzf0Md7KEFFGWDDdCr,"Guns N Roses P&D",2B,,https://i.scdn.co/image/ab67616d0000485192d21aef6c0d288cc4c05973
594,"Go Bananas","BABY GRAVY,Yung Gravy,bbno$,Spark Master Tape",50,83,"meme rap, minnesota hip hop, canadian hip hop, dark trap, ","Hip Hop","Baby Gravy 2",2020-02-14,02:11,87,54,16,0,82,20,10,-9,A#/B♭ Minor,4,2024-01-05,4F7f3j1fDiAstE6CQP3sjk,"Baby Gravy",3A,https://p.scdn.co/mp3-preview/e8ffa19e8e1b001fd24505e05cfad07bd1fcee3c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485115f04c6e3d7c57a5a4348bca
595,"Stalker","Bangers Only,Sannan",37,100,"sad rap","Hip Hop","Stalker",2020-06-24,02:43,87,63,42,0,36,0,10,-6,F Minor,4,2024-01-05,3vxtXePnUwn97N8ZzEZKZx,"Bangers Only",4A,https://p.scdn.co/mp3-preview/cc2e66fd8c6b1239f3a974096e0a7460dc7b4009?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851583a6b1e9557b290200a9173
596,"Foreclosure Of A Dream - 2004 Remastered","Megadeth",49,137,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal","Metal, Rock","Countdown To Extinction (Expanded Edition - Remastered)",1992-07-14,04:22,40,90,0,2,29,0,10,-5,C Major,4,2024-01-05,4goJhfQRbNfYybpYf9xmbL,"Capitol Records",8B,,https://i.scdn.co/image/ab67616d000048517b178f928742be1492c6fba2
597,"King Nothing","Metallica",59,112,"hard rock, metal, old school thrash, rock, thrash metal","Rock, Metal","Load",1996-01-01,05:29,53,91,0,1,36,0,0,-6,G#/A♭ Major,4,2024-01-05,30RKGpKHqr7ytcTljw436k,"Blackened Recordings / Universal Music",4B,,https://i.scdn.co/image/ab67616d00004851d691ec833eb067d9a9e4ded7
598,"Run to the Hills - 2015 Remaster","Iron Maiden",72,174,"alternative metal, hard rock, metal, nwobhm, rock","Metal, Rock","The Number of the Beast (2015 Remaster)",1982-00-00,03:53,25,94,3,0,46,0,10,-5,C Major,4,2024-01-05,4Zc7TCHzuNwL0AFBlyLdyr,"Parlophone UK",8B,https://p.scdn.co/mp3-preview/8e4a64bb7e209db7364c3f36da1ee4cc4800b087?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515c29a88ba5341ca428f0c322
599,"Adını Sen Koy","Müslüm Gürses",55,87,"arabesk","Pop","Dağlarda Kar Olsaydım",1993-07-29,06:08,30,53,58,0,61,0,40,-11,F Minor,4,2024-01-05,5pRosaUALIHQp5eH11Wemg,"Esen",4A,https://p.scdn.co/mp3-preview/6bb4e4c3c9b4da05542f1e5f3acf0547330221dd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485108504e2085857674dbe58695
600,"The Less I Know The Better","Tame Impala",86,117,"australian psych, modern rock, neo-psychedelic, rock","Metal, Rock, Folk/Acoustic","Currents",2015-07-17,03:36,64,74,1,1,79,0,10,-4,E Major,4,2024-01-05,6K4t31amVTZDgR3sKmwUJJ,"Universal Music Australia Pty. Ltd.",12B,,https://i.scdn.co/image/ab67616d000048519e1cfc756886ac782e363d79
601,"Amend","j^p^n",63,159,"","","Spoils",2016-07-30,01:44,38,56,54,0,58,20,20,-10,C♯/D♭ Major,3,2024-01-05,7LOR8Rdc5n2EkduOXZeTp6,"EveryDejaVu",3B,https://p.scdn.co/mp3-preview/530f27346543f398c281bfd7b5c71253824fe21e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851eea8172ccebc3bff952e92bf
602,"Shadow Lady","Portwave",67,104,"","","Shadow Lady",2014-00-00,05:02,56,87,0,84,68,0,10,-3,A#/B♭ Minor,4,2024-01-05,4yx91SkOX4OWjUmhEj4rDl,"PORTWAVE",3A,https://p.scdn.co/mp3-preview/fee131dece5f793e7cf421810912e229da9846ac?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f79c2d231526409896d8c118
603,"ON TOP","The Girl Next Door,WMD",60,148,"weirdcore, chill beats","New age, Pop","ON TOP",2018-02-04,02:11,64,46,9,97,27,0,10,-9,B Major,4,2024-01-05,72j1jY006wieT3AdwLdLFl,"The Girl Next Door",1B,https://p.scdn.co/mp3-preview/9808a5ccb87504ed6e1e4c97eb5fce286d151383?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ccfcfcded5434548c70d116f
604,"Behind The Groove","Teena Marie",35,115,"contemporary r&b, funk, new jack swing, quiet storm, r&b, urban contemporary","R&B, Hip Hop","Greatest Hits",1986-01-01,04:00,76,73,7,0,80,0,10,-13,A#/B♭ Major,4,2024-01-05,2YbyswXWRi6RKKHMt8tHJj,"Spectrum",6B,,https://i.scdn.co/image/ab67616d0000485100861ab88833742750ff0938
605,"THE SCOTTS","THE SCOTTS,Travis Scott,Kid Cudi",77,130,"hip hop, rap, slap house, ohio hip hop, pop rap","Hip Hop, Electronic","THE SCOTTS",2020-04-24,02:45,72,54,23,0,28,0,10,-8,C Minor,4,2024-01-05,39Yp9wwQiSRIDOvrVg7mbk,"Cactus Jack / Epic",5A,https://p.scdn.co/mp3-preview/820f8579b290d5454ca9f32fde6e06358d8a3950?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485111d6f8c713ef93a9bb64ddfe
606,"MORE","K/DA,Madison Beer,(G)I-DLE,Lexie Liu,Jaira Burns,Seraphine,League of Legends",56,142,"k-pop girl group, pop, chinese electropop, alt z, speedrun, video game music","Pop, Electronic, Classical","ALL OUT",2020-11-06,03:37,66,79,0,0,20,0,30,-5,C♯/D♭ Minor,4,2024-01-05,6ZlvEI2HQC6R5TahN9Ffm4,"Riot Games",12A,https://p.scdn.co/mp3-preview/599b6ac6bbb6c0819407d7b5ece1d203669470c4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f2bf9685109a09bdc176fb43
