#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
678,"We Clubbin","Chingy",13,82,"crunk, dirty south rap, hip pop, pop rap, southern hip hop","Hip Hop, Pop","PowerBallin'",2004-01-01,04:25,87,83,1,0,86,20,0,-5,E Minor,4,2023-12-26,42CvWD0mgG72Gzqrju9KeV,"Capitol Records",9A,,https://i.scdn.co/image/ab67616d00004851fa741f8b4669f8712fd3cb13
679,"Professional","Chingy",21,161,"crunk, dirty south rap, hip pop, pop rap, southern hip hop","Hip Hop, Pop","Coach Carter Soundtrack",2005-01-11,03:36,81,83,8,0,73,20,0,-8,C♯/D♭ Minor,4,2023-12-26,2T9bqBFvziNZ3Oqhclh0XZ,"On The Low",12A,https://p.scdn.co/mp3-preview/ad5606e3285a25bee78675f2ffa65eeff6996734?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485142efa59849b40e36d9154ce3
680,"He's Herre","Chingy",27,84,"crunk, dirty south rap, hip pop, pop rap, southern hip hop","Hip Hop, Pop","Jackpot",2003-01-01,03:02,76,85,0,0,91,10,30,-4,D#/E♭ Minor,4,2023-12-26,1m0Fhj9GnKEEspcPEg02Jj,"Capitol Records",2A,,https://i.scdn.co/image/ab67616d00004851f9aefc986924f7e9e5e71b74
681,"Hood Took Me Under","Compton's Most Wanted",56,156,"g funk, west coast rap","Hip Hop","Music To Driveby",1992-09-08,03:39,77,49,1,0,39,30,10,-11,C♯/D♭ Major,4,2023-12-26,6QJOEIPT8g3fjdFxibpy2F,"Orpheus/Epic",3B,https://p.scdn.co/mp3-preview/79311215606b62df1a52ee5bbf7ba95479064a4a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bb2aad1ceb011b96b07f3461
682,"2 FAST 2 FURIOUS","Shogun,SLVG",55,180,"","","2 FAST 2 FURIOUS",2021-09-30,01:58,59,78,0,0,45,20,50,-4,C Major,4,2023-12-26,4cna74PAnkURJSDM2gXpSd,"CRIMINALISTIC RECORDS",8B,https://p.scdn.co/mp3-preview/91b1460bc478fc209144854ac22cdf39694d9c6c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b9939eed01fd763f4cca8644
683,"The Death & Resurrection Show","Killing Joke",46,100,"gothic rock, industrial rock, new wave, post-punk, punk, uk post-punk","Rock","Killing Joke",2003-08-05,06:55,57,94,0,1,35,0,10,-6,G Major,4,2023-12-26,1YhZbKOU47hnRb2q8LOHKH,"Red Ink",9B,https://p.scdn.co/mp3-preview/c4343b816e28d64f1061470529ba32d23f4b94ce?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cb74bf56d79d894ed40b6535
684,"In My Head","Queens of the Stone Age",53,134,"alternative metal, alternative rock, grunge, modern rock, palm desert scene, rock, stoner metal, stoner rock","Metal, Rock","Lullabies To Paralyze",2005-01-01,04:01,47,92,1,0,42,0,10,-4,A Major,4,2023-12-26,3wOKvS2aaiIj86KnAzMbV0,"Interscope",11B,,https://i.scdn.co/image/ab67616d0000485190cd89ddbbd2034ee1f20b5c
685,"Nobody","Skindred",62,98,"alternative metal, nu metal, rap metal, reggae fusion, welsh metal, welsh rock","Metal, Pop, Rock","Babylon (Revised Online Music)",2004-08-31,03:56,63,91,2,0,75,0,30,-5,A#/B♭ Minor,4,2023-12-26,581mukhDjta60CCwpvnjL9,"Lava",3A,https://p.scdn.co/mp3-preview/cbd4808277ab41fa02f6f90c2b0b9e3b0f15572a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513cb9e1578e09eb822e980eef
686,"Good Cop Bad Cop","Ice Cube",50,92,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap","Hip Hop","Everythangs Corrupt",2018-12-07,03:28,68,95,12,0,83,30,10,-2,C♯/D♭ Major,4,2023-12-26,2Ze19WJKgHCTClN6DhqZL6,"Cubevision JV New Agreements",3B,,https://i.scdn.co/image/ab67616d00004851826cbd7282f36016021d3d30
687,"Hoo-Bangin' (WSCG Style)","Westside Connection",46,92,"g funk, gangster rap, west coast rap","Hip Hop","Bow Down",1996-10-22,03:57,91,42,5,0,39,30,20,-7,C♯/D♭ Major,4,2023-12-26,1JIok1fu3Du7Sv8QLwklyd,"Priority Records",3B,,https://i.scdn.co/image/ab67616d00004851515017030a043dfed6d78f3d
688,"In Da Club","50 Cent",84,90,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap","Hip Hop","Get Rich Or Die Tryin'",2003-02-06,03:13,90,71,26,0,78,30,0,-3,F#/G♭ Minor,4,2023-12-26,7iL6o9tox1zgHpKUfh9vuC,"Shady Records",11A,,https://i.scdn.co/image/ab67616d00004851d843fabb75fef14010e30cae
689,"Cheri Cheri Lady","Modern Talking",81,114,"europop, synthpop","Pop","Let's Talk About Love",1985-00-00,03:46,68,62,46,1,85,0,30,-14,A#/B♭ Major,4,2023-12-26,2aEuA8PSqLa17Y4hKPj5rr,"Hansa Local",6B,https://p.scdn.co/mp3-preview/f62892f987c395c6bc44892ce8f415ab27c7a61e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851aedd9728f5cc4b13ee49e061
690,"You're My Heart, You're My Soul","Modern Talking",70,117,"europop, synthpop","Pop","The First & Second Album (30th Anniversary Edition)",1985-00-00,05:34,85,54,6,6,79,0,10,-9,C♯/D♭ Minor,4,2023-12-26,0Zn63G0XTiqXwr1KSmARWz,"Sony Music Catalog",12A,https://p.scdn.co/mp3-preview/63333ed52db8ae4231a333baacd81be084bebde7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485199aab0b95eb4bb1e7e24c795
691,"Brother Louie","Modern Talking",76,109,"europop, synthpop","Pop","Ready For Romance",1986-00-00,03:42,78,84,40,2,83,0,10,-9,C Minor,4,2023-12-26,5zWZ9iNevP0397xB3jWV2z,"Hansa Local",5A,https://p.scdn.co/mp3-preview/b234d26fad553ad8aee6d114b01d862b9c95e92c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851be1421122cef4940f500ac06
692,"I'm So Hood","G-Unit",62,174,"gangster rap, hardcore hip hop, hip hop, nyc rap, pop rap, queens hip hop, rap, southern hip hop","Hip Hop","Beg For Mercy",2003-01-01,02:25,79,61,5,0,87,40,0,-5,F#/G♭ Major,4,2023-12-26,4xAbuuVvVa2SQeemtyjRGT,"G-Unit Records",2B,,https://i.scdn.co/image/ab67616d000048515763a1ac1bce68a1af55b6e3
693,"P.I.M.P.","50 Cent",79,85,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap","Hip Hop","Get Rich Or Die Tryin'",2003-02-06,04:09,71,77,5,0,85,30,0,-3,A#/B♭ Minor,4,2023-12-26,3G0yz3DZn3lfraledmBCT0,"Shady Records",3A,,https://i.scdn.co/image/ab67616d00004851d843fabb75fef14010e30cae
694,"Hot","The Beatnuts",23,180,"east coast hip hop, queens hip hop","Hip Hop","Milk Me",2004-08-30,03:24,74,80,0,0,68,30,0,-4,B Minor,4,2023-12-26,7j5asuOvnTLsxF4KlZX7W3,"Ryko/Rhino",10A,https://p.scdn.co/mp3-preview/7534e804ab80850e952414178520dec471f4823b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f7321eda8cd53cabbce3fb3d
695,"Terrorist Threats","Westside Connection",44,94,"g funk, gangster rap, west coast rap","Hip Hop","Terrorist Threats",2003-12-09,02:28,82,92,40,0,73,20,40,-5,D Major,4,2023-12-26,2BaSlRAT2nI6M7lU5XJDZY,"Capitol Records",10B,,https://i.scdn.co/image/ab67616d0000485155b96f6473372230c80847a1
696,"Check Yo Self - Remix","Ice Cube,Das EFX",71,101,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap, east coast hip hop, hardcore hip hop","Hip Hop","Bootlegs And B-Sides",1994-11-22,04:33,93,74,3,0,77,20,10,-7,C♯/D♭ Major,4,2023-12-26,3NGT0Td7H4Is1qrlDQJxma,"Priority Records",3B,,https://i.scdn.co/image/ab67616d0000485196c799b97ad8d8be2d315dd0
697,"Just A Lil Bit","50 Cent",79,97,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap","Hip Hop","The Massacre",2005-03-03,03:57,49,69,3,1,53,40,30,-7,C♯/D♭ Major,4,2023-12-26,4nva9EpKntUTs6CRSGBCn9,"Aftermath/Shady",3B,,https://i.scdn.co/image/ab67616d0000485191f7222996c531b981e7bb3d
698,"Man Up","Sticky Fingaz",40,94,"hardcore hip hop","Hip Hop","Man Up",2015-01-09,02:44,87,49,6,0,71,30,0,-13,B Minor,4,2023-12-26,6uoy6vKdpbexdiBn1pGkni,"Major Independents",10A,https://p.scdn.co/mp3-preview/3313842acdc67e18092d0daf86cc5a605ddc693e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851257cc3cc1883677a2cedb83e
699,"San Andreas Theme Song","Young Maylay",61,96,"","","San Andreas Theme Song",2005-06-15,01:26,50,83,3,0,49,20,30,-7,A#/B♭ Minor,4,2023-12-26,2w7eLhPSwlf70q9dQ1LGpR,"Young Maylay",3A,https://p.scdn.co/mp3-preview/cd4456bd648edd024c78b6ac3c660db4f0637df8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a211c5da44a983132d42f8b6
700,"The Gutter Shit","Ice Cube,Jayo Felony,Gangsta,Squeak Ru",49,95,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap, san diego rap, ","Hip Hop","War & Peace Vol. 2 (The Peace Disc)",2000-02-29,04:29,85,82,2,0,76,30,60,-3,G#/A♭ Major,4,2023-12-26,7yFrTQuYkkF0XqAKnqkdC0,"EMI",4B,,https://i.scdn.co/image/ab67616d0000485117bf7f81b1a61b828c786857
701,"Disco Inferno","50 Cent",75,97,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap","Hip Hop","The Massacre",2005-03-03,03:34,93,66,21,0,71,20,20,-5,D#/E♭ Major,4,2023-12-26,69bHJ9qs5FrUJbKP8xU8uZ,"Aftermath/Shady",5B,,https://i.scdn.co/image/ab67616d0000485191f7222996c531b981e7bb3d
702,"Potential Victims","Westside Connection",47,91,"g funk, gangster rap, west coast rap","Hip Hop","Terrorist Threats",2003-12-09,03:01,91,60,2,0,23,20,30,-4,D Major,4,2023-12-26,7aopCwdw4qfpROhF34RGlF,"Capitol Records",10B,,https://i.scdn.co/image/ab67616d0000485155b96f6473372230c80847a1
703,"Guess Who's Back","Rakim",59,94,"east coast hip hop","Hip Hop","The 18th Letter / The Book Of Life",1996-11-04,04:10,80,80,2,0,69,20,10,-7,F#/G♭ Minor,4,2023-12-26,5czjjnbTatyFal33a9h1aN,"Universal Records",11A,,https://i.scdn.co/image/ab67616d00004851796e9d830c2237253fd9b084
704,"Whatchuwando","Krayzie Bone",23,94,"dirty south rap, gangster rap, ohio hip hop","Hip Hop","The Fixtape, Vol. 1: Smoke on This",2008-04-01,02:59,77,57,3,0,43,20,0,-11,A#/B♭ Minor,4,2023-12-26,3ZrHlFSxGGk6TWjwtGCobZ,"RBC Records",3A,,https://i.scdn.co/image/ab67616d00004851fc113e9355e3090763081153
705,"Back On A Mission","CIRRUS",47,105,"big beat, breakbeat","Electronic","Back on a Mission",1998-01-01,03:37,66,100,10,1,25,10,80,-4,G Major,4,2023-12-26,0ZepEdO0GXliXICrwvpZNl,"Moonshine / Ex Sound",9B,https://p.scdn.co/mp3-preview/09cf6c0829c2ecaa41db34c57c50afffe107352f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851097b4172c7de0a2daa4066a7
706,"Crank That (Soulja Boy)","Soulja Boy",77,140,"atl hip hop, chicago bop, dance pop, pop rap, rap, southern hip hop, trap","Hip Hop, Pop","souljaboytellem.com",2007-01-01,03:41,74,74,52,0,80,0,0,-2,C Major,4,2023-12-26,66TRwr5uJwPt15mfFkzhbi,"Collipark / Interscope",8B,,https://i.scdn.co/image/ab67616d000048518a6a328ced07af494400584b
707,"Simon Says","Pharoahe Monch",62,92,"conscious hip hop, east coast hip hop, queens hip hop","Hip Hop","Internal Affairs",2019-10-18,02:53,62,91,14,0,55,40,10,-4,C♯/D♭ Major,4,2023-12-26,62l1ZGNoUlJlVwhwMKu2T6,"Trescadecaphobia Music",3B,https://p.scdn.co/mp3-preview/fe532bf61e8ef96ba4a4bf232be0ed75cb890d36?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485182d95f5001cf1b9de864ec42
708,"Window Shopper","50 Cent",72,174,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap","Hip Hop","Window Shopper",2005-01-01,03:12,53,67,5,0,42,20,30,-5,F Minor,4,2023-12-26,0NJu93oln1kkgbHLFzLJ4h,"G-Unit Records",4A,,https://i.scdn.co/image/ab67616d000048514a3de788d0aecc7c9b06cfc8
709,"Do Ya Thang","Ice Cube",47,90,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap","Hip Hop","Raw Footage",2008-01-01,04:04,92,68,0,42,70,20,0,-8,E Minor,4,2023-12-26,5qPzZDdXXygMsMK5gJaFEn,"EMI America Records",9A,,https://i.scdn.co/image/ab67616d00004851e83d58253e2e7c6742bbf9e4
710,"Poppin' Them Thangs","G-Unit",71,88,"gangster rap, hardcore hip hop, hip hop, nyc rap, pop rap, queens hip hop, rap, southern hip hop","Hip Hop","Beg For Mercy",2003-01-01,04:00,77,82,26,0,92,10,0,-1,F#/G♭ Minor,4,2023-12-26,4E5IFAXCob6QqZaJMTw5YN,"G-Unit Records",11A,,https://i.scdn.co/image/ab67616d000048515763a1ac1bce68a1af55b6e3
711,"You'll Be UNDER MY WHEELS","The Prodigy",54,114,"big beat, breakbeat, dance rock, hardcore techno, rave","Electronic, Rock, Pop","Always Outnumbered, Never Outgunned",2004-08-23,03:56,67,94,1,90,38,0,30,-5,E Minor,4,2023-12-26,3vc1sGOGAVxhx8S1kERqyn,"XL Recordings",9A,https://p.scdn.co/mp3-preview/6f3011a052aa3316b3a2f3cd43408685d1d472ac?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485189eb06a89ec7288b82131f54
712,"Sevmekten Usanmam","Pinhani",61,79,"oyun havasi, turkish pop, turkish rock","Pop, Rock","Zaman Beklemez",2008-04-18,03:52,33,59,69,0,27,0,30,-7,C Major,4,2023-12-26,4xKYhrGZbsvhTJROWc8Aye,"BEĞENİ MÜZİK YAPIM",8B,https://p.scdn.co/mp3-preview/58883a24926d6681bbe782ec8672f8e4023457eb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515535b37249d4346ef1f80113
713,"Kaş","Yüzyüzeyken Konuşuruz",46,128,"turkish alternative rock, turkish rock","Rock","Otoban Sıcağı",2014-07-22,03:47,60,63,4,0,66,0,10,-9,D Minor,4,2023-12-26,0EKQyZOAnheVB6pumbtggA,"Fono Müzik Üretim",7A,https://p.scdn.co/mp3-preview/206cebf8558abbfa1d66642e38c9e3685b0fd72a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a0ef8754b4680ae9802aa970
714,"Kill Bill","SZA",90,89,"pop, r&b, rap","Pop, R&B, Hip Hop","SOS",2022-12-08,02:33,64,74,5,14,42,0,10,-6,G#/A♭ Major,4,2023-12-26,1Qrg8KqiBpW07V7PNxwwwL,"Top Dawg Entertainment/RCA Records",4B,https://p.scdn.co/mp3-preview/4bd2dc84016f3743add7eea8b988407b1b900672?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510c471c36970b9406233842a5
715,"Superman","Eminem,Dina Rae",86,130,"detroit hip hop, hip hop, rap, ","Hip Hop","The Eminem Show",2002-05-26,05:50,80,76,2,0,58,0,30,-3,E Minor,4,2023-12-26,4woTEX1wYOTGDqNXuavlRC,"Aftermath",9A,,https://i.scdn.co/image/ab67616d000048516ca5c90113b30c3c43ffb8f4
716,"Criminal Set","Xzibit",37,101,"detroit hip hop, g funk, gangster rap, hardcore hip hop, hip hop, west coast rap","Hip Hop","Weapons of Mass Destruction (Explicit)",2004-12-14,03:16,87,74,3,0,66,30,10,-4,A Major,4,2023-12-26,2vSO0W5tEmW0QlfuxeyMmy,"Sony Urban Music/Columbia",11B,https://p.scdn.co/mp3-preview/481f1151454c0edaffea429acc9190b21bb99ea8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485122ac9de976e423c5f83089b7
717,"Sets Go Up (feat. Wacko)","JUVENILE,Wacko",47,131,"bounce, crunk, dirty south rap, new orleans rap, southern hip hop, trap, ","Hip Hop","Reality Check (Amended U.S. Version)",2006-02-27,04:11,71,91,10,0,50,20,0,-5,C♯/D♭ Major,5,2023-12-26,7aYgaUAP12qRQmqcyXnBzo,"Atlantic Nashville",3B,https://p.scdn.co/mp3-preview/d51a34a1e909dfff26527cae034029cb054b06f5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511fe81ce4b4fd6472ba39b327
718,"Tilted","Lupe Fiasco",45,106,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop","Hip Hop","Crème de la Crème: Rap",2023-02-18,03:36,65,88,8,0,41,30,20,-5,C♯/D♭ Major,4,2023-12-26,4jubybYztzOSsEnla0EztK,"Warner Music Group - X5 Music Group",3B,https://p.scdn.co/mp3-preview/71123f7532aff5cc658be383df16da17c4db5980?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514804b44e57a2033d4c431cab
719,"Blood and Thunder","Mastodon",63,93,"alternative metal, atlanta metal, metal, progressive groove metal, progressive sludge, sludge metal, stoner metal, stoner rock","Metal, Rock","Leviathan",2004-08-31,03:48,36,94,0,73,48,0,0,-7,D Major,4,2023-12-26,3jagGO7eHHuaD53ibehkux,"Relapse Records",10B,https://p.scdn.co/mp3-preview/8b34dc989432523386f059bda8ef6217b35ee9d2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485100388d66c87c2c0033849bfd
720,"Feels Just Like it Should","Jamiroquai",20,87,"dance pop","Pop","Driving Songs",2005-01-01,04:34,69,94,1,5,81,0,10,-6,D Major,4,2023-12-26,0hFiW8IvDn8WZHrRUpJUSm,"Sony Music CG",10B,https://p.scdn.co/mp3-preview/dcefc0e558adc6c6a30ec599302bee326ce25282?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485143a58a3269fa18d1e4f8b5ca
721,"Hand Of Blood","Bullet For My Valentine",62,94,"alternative metal, melodic metalcore, nu metal, post-grunge, uk metalcore, welsh metal","Metal","The Poison",2005-00-00,03:36,38,99,0,0,49,0,0,-3,G#/A♭ Major,4,2023-12-26,1z3LsJRCvln5qO5TOLduQM,"20-20 Entertainment LLC",4B,https://p.scdn.co/mp3-preview/f374a8d5b6c00abed3663b66ad2c965b416ac267?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485154113df5ab7a69df8a44c37e
722,"Decadence","Disturbed",65,92,"alternative metal, nu metal, rap metal, rock","Metal, Rock","Ten Thousand Fists",2005-09-19,03:24,53,97,0,9,31,10,0,-3,C♯/D♭ Major,4,2023-12-26,0jY829pCMnstlNtaE72vSB,"Reprise",3B,https://p.scdn.co/mp3-preview/9ef342a5b67860747969b1c49916f22e64cc3893?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bbdafec608fc5329ec2ad831
723,"So What","Blac Youngsta",21,142,"memphis hip hop, southern hip hop, trap","Hip Hop","Church on Sunday",2019-11-29,02:29,87,82,3,0,65,20,10,-4,G#/A♭ Minor,4,2023-12-26,4QiR8XUT5VgN2vVxXeegdo,"Epic/CMG",1A,https://p.scdn.co/mp3-preview/3c62514af72e962993c85be7261e55028035f236?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510572a1920b9c66f055bc276e
724,"Smoke & Mirrors","Photek",25,155,"atmospheric dnb, drum and bass, intelligent dance music, jungle","Electronic, New age","Need for Speed (EA Games Soundtrack)",2016-03-18,01:34,68,66,0,95,36,10,10,-9,C♯/D♭ Major,4,2023-12-26,5JkEhDaMrIiSiU2PpqJeai,"EA Music",3B,https://p.scdn.co/mp3-preview/b94c7318d10936607e2c37f600a23581fc14cd4b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851da36e774ecd8feaa0c7e7510
725,"Fired Up","Hush",56,90,"","","Bulletproof",2018-06-08,03:26,84,81,3,0,54,10,10,-5,C Major,4,2023-12-26,2dVhhqjiFFRV9zkNFoM1WM,"Danny Boy Records",8B,https://p.scdn.co/mp3-preview/461195eff34d2055c1218a5d866aef33cd98e2c1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dfc5a2d399275f876eec9cfc
726,"Debonaire","Dope",62,141,"alternative metal, industrial metal, nu metal","Metal","Felons and Revolutionaries",1999-09-06,02:32,59,89,0,61,84,0,0,-4,B Minor,4,2023-12-26,0eEJrthp6PcMd33xs2NLrc,"Epic/Flip",10A,https://p.scdn.co/mp3-preview/6db703a2839a83b55ce31cc7a255889e3b1cb6a1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b96b08f972a3f1e925a69fed
727,"There They Go (feat. Sixx John)","Fort Minor,Sixx John",33,140,"rap rock, ","Rock","Believe Me",2005-11-07,03:17,86,84,3,0,94,10,20,-4,G#/A♭ Major,4,2023-12-26,2qQUW1VBDhlupqLE3rgXQX,"Warner Records",4B,https://p.scdn.co/mp3-preview/03d746ff87152ce9b8dc0b0d04743338427c12d8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485155d1691325d7893229cecf22
728,"Em Calls Paul - Skit","Eminem",50,104,"detroit hip hop, hip hop, rap","Hip Hop","Kamikaze",2018-08-31,00:49,71,31,98,0,60,70,10,-10,F#/G♭ Minor,4,2023-12-26,6B3zy3LOKHndqsviCr2z15,"Aftermath",11A,,https://i.scdn.co/image/ab67616d00004851e4073def0c03a91e3fceaf73
729,"Stan","Eminem,Dido",59,80,"detroit hip hop, hip hop, rap, dance pop, europop, lilith, neo mellow, pop rock","Pop, Hip Hop, Folk/Acoustic, Rock","Curtain Call: The Hits (Deluxe Edition)",2005-12-06,06:44,78,74,4,0,52,20,40,-5,F#/G♭ Minor,4,2023-12-26,1PlMbi0Qkrlp9yVFM8JEXp,"Aftermath",11A,,https://i.scdn.co/image/ab67616d00004851eab40fc794b88b9d1e012578
730,"I Like That","Houston,Chingy,Nate Dogg,I-20",59,107,"crunk, dirty south rap, hip pop, pop rap, southern hip hop, g funk, gangster rap, hardcore hip hop, hip hop, west coast rap, atl hip hop","Hip Hop, Pop","It's Already Written",2004-01-01,03:56,80,50,2,0,39,10,10,-4,A#/B♭ Minor,4,2023-12-26,4MMqj7HaLL8BphbBZnlsdq,"Capitol Records",3A,,https://i.scdn.co/image/ab67616d00004851f4000cf25c840e625010f703
731,"Niggas in Paris","Meek Mill",53,140,"hip hop, philly rap, pop rap, rap, southern hip hop, trap","Hip Hop","The Freestyles (DJ Trigga & Grz Tapez Present)",2012-08-13,02:27,72,76,6,0,91,30,30,-7,C♯/D♭ Major,4,2023-12-26,2U6u4NcGmeIgkDjTMrIidr,"Grz tape",3B,https://p.scdn.co/mp3-preview/5f798ab4fd29fbf3c589a6ef095112c1baff4a28?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485158e5f09349e54c34b01132c1
732,"You Don't Know","Eminem,50 Cent,Ca$his,Lloyd Banks",58,85,"detroit hip hop, hip hop, rap, east coast hip hop, gangster rap, pop rap, queens hip hop, hardcore hip hop, trap","Hip Hop","Eminem Presents The Re-Up",2006-01-01,04:17,77,86,1,0,75,10,10,-2,A#/B♭ Minor,4,2023-12-26,1pLQoF3VeG6KwNJRys3eq3,"Shady Records",3A,,https://i.scdn.co/image/ab67616d00004851db7984310ea7e0aac41e81d0
733,"DEVIL SOUL","Phonk Killer",49,132,"","","DEVIL SOUL",2022-05-13,01:53,88,71,14,94,62,0,10,-4,G Major,4,2023-12-26,7t0OaHwReZjPuEBImsRwvX,"Phonk Killer",9B,https://p.scdn.co/mp3-preview/a04d4c25b0302c24381c3412c2bd2a0a68121867?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851546d25ab93f54695c6872b43
734,"Night Drive","Digma,twoloud",49,75,"dutch house, edm, electro house, melbourne bounce, pop dance, progressive electro house, sky room","Electronic","Night Drive",2023-01-27,02:47,61,97,4,62,34,10,0,-3,C♯/D♭ Major,4,2023-12-26,0zUaZGWTnuU9eAvYIAOCet,"Playbox Music",3B,https://p.scdn.co/mp3-preview/902fdeda633bb3333c96afd5e83fb816b156df75?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851935b456fa53e413e1878b94d
735,"help urself","HXI",67,82,"gym phonk","Pop","help urself",2022-12-02,02:05,60,71,18,57,63,0,10,-1,B Major,4,2023-12-26,54ggxbEopZwQ20zurJiHSD,"HXI",1B,https://p.scdn.co/mp3-preview/8862900e6bb5507e9724911f13b94fbb5d2160f5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e9a7d42daa4cc38639a78f50
736,"Yad Eller","maNga",58,136,"turkish rock","Rock","X",2018-04-20,03:49,57,73,5,0,55,0,10,-5,C♯/D♭ Major,4,2023-12-26,3bD3UK0aRFeDS3S5MTY8DC,"Manga",3B,https://p.scdn.co/mp3-preview/4189b1684accd6e058b608ffc81424e9cebaba2b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512b892ac5bf2fa0789536696a
737,"Cennetten Çiçek","Zehra",47,97,"turkish pop","Pop","Cennetten Çiçek",2020-06-25,04:12,77,75,43,0,64,10,10,-6,E Minor,4,2023-12-26,6DbZwWUURZRu4Zqi2h2L5k,"Doğan Müzik Yapim",9A,https://p.scdn.co/mp3-preview/c944f150999ebda1fc456eb7abf199ce279b744f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fd9968ddf44775cd100af501
738,"Katula Katula","Davut Güloğlu",52,98,"arabesk, karadeniz pop, karadeniz turkuleri","Pop","Katula Katula",2003-05-14,04:00,82,81,9,0,50,0,0,-7,C♯/D♭ Major,4,2023-12-26,7nUgWmbtHTA5nAQ4nKCqJP,"ŞAHİN ÖZER MÜZİK",3B,https://p.scdn.co/mp3-preview/99a027512110067ab140841b80bfc47001c9a05d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a7e358fad0409585e9256d4
739,"Katmer Katmer","LARA",62,145,"deep turkish pop","Pop","Adam Gibi Adam",2005-05-20,04:32,79,92,18,0,94,0,20,-4,A Minor,4,2023-12-26,0fEMY38VsrDd4EP7ij2b24,"OZAN VİDEO FİLM",8A,https://p.scdn.co/mp3-preview/25d881e3807c3ee0c32f34da1940954f526da5f3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851407930e715d8e56ce702c6f9
